Scan Number,RAW File,Total Ion Current,Total Number of Peaks,Number of Channels,Frequency,Collision Energy,Retention Time (s),Mass Ranges,Precursor Intensity,Scan Description,AGC,Micro Scan Count,Ion Injection Time (ms),Elapsed Scan Time (sec),Activation Type,Mass Analyzer Type,Detector Type,Base Peak Mass,Average Scan by Inst,Orbitrap Resolution,API Process Delay,Dependency Type,Multi Inject Info,Base Peak Intensity,Master Scan Number,Monoisotopic M/Z,Charge State,HCD Energy,HCD Energy eV,MS2 Isolation Width,Access ID,Conversion Parameter I,Conversion Parameter A,Conversion Parameter B,Conversion Parameter C,Conversion Parameter D,Conversion Parameter E,Temperature Comp. (ppm),RF Comp. (ppm),Space Charge Comp. (ppm),Resolution Comp. (ppm),Number of LM Found,LM Correction (ppm),RawOvFtT,Injection t0,Reagent Ion Injection Time (ms),FAIMS Voltage On,FAIMS CV
11089,UP 1,22232.266,988,0,0.0,27.0,29.466062,100.0-1575.0,nan,FTMS + p NSI d Full ms2 763.8985@hcd27.00 [100.0000-1575.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6976854,N/A,N/A,N/A,N/A,IT=80 ,4751.8921,N/A,0.0000,2,27.00,37.125,1.60,N/A,N/A,N/A,211753734.6634,76394368.9632,N/A,N/A,-2.61,-0.08,0.00,-0.01,0,N/A,7486.6,0.000,N/A,N/A,N/A
11090,UP 1,17936.812,948,0,0.0,27.0,29.467875,100.0-850.0,nan,FTMS + p NSI d Full ms2 407.7423@hcd27.00 [100.0000-850.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7182398,N/A,N/A,N/A,N/A,IT=80 ,4930.707,N/A,0.0000,2,27.00,19.816,1.60,N/A,N/A,N/A,211753734.7563,76394369.0210,N/A,N/A,-2.61,-0.08,0.00,-0.01,0,N/A,7153.6,0.000,N/A,N/A,N/A
11092,UP 1,19852.875,944,0,0.0,27.0,29.471633,100.0-1460.0,nan,FTMS + p NSI d Full ms2 705.3347@hcd27.00 [100.0000-1460.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7054665,N/A,N/A,N/A,N/A,IT=80 ,6448.2656,N/A,0.0000,2,27.00,34.279,1.60,N/A,N/A,N/A,211753734.2762,76394368.6779,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8874.9,0.000,N/A,N/A,N/A
11094,UP 1,32611.086,1152,0,0.0,27.0,29.475385,100.0-1260.0,nan,FTMS + p NSI d Full ms2 607.2919@hcd27.00 [100.0000-1260.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6954859,N/A,N/A,N/A,N/A,IT=80 ,5533.8506,N/A,607.2919,2,27.00,29.514,1.60,N/A,N/A,N/A,211753733.7172,76394368.2786,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10879.3,0.000,N/A,N/A,N/A
11095,UP 1,31601.016,1108,0,0.0,27.0,29.477214,100.0-1130.0,nan,FTMS + p NSI d Full ms2 544.2461@hcd27.00 [100.0000-1130.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7162721,N/A,N/A,N/A,N/A,IT=80 ,8426.2803,N/A,544.2461,2,27.00,26.450,1.60,N/A,N/A,N/A,211753734.0556,76394368.5151,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9665.9,0.000,N/A,N/A,N/A
11096,UP 1,23922.891,1044,0,0.0,27.0,29.479044,100.0-1115.0,nan,FTMS + p NSI d Full ms2 536.3065@hcd27.00 [100.0000-1115.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7016546,N/A,N/A,N/A,N/A,IT=80 ,5901.917,N/A,536.3065,2,27.00,26.064,1.60,N/A,N/A,N/A,211753733.2515,76394367.9372,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,12549.0,0.000,N/A,N/A,N/A
11097,UP 1,14767.453,804,0,0.0,27.0,29.480871,100.0-1025.0,nan,FTMS + p NSI d Full ms2 494.2954@hcd27.00 [100.0000-1025.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7049833,N/A,N/A,N/A,N/A,IT=80 ,6629.0601,N/A,494.2954,2,27.00,24.023,1.60,N/A,N/A,N/A,211753734.3483,76394368.7282,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8616.3,0.000,N/A,N/A,N/A
11098,UP 1,24560.07,956,0,0.0,27.0,29.4827,100.0-1010.0,nan,FTMS + p NSI d Full ms2 485.7750@hcd27.00 [100.0000-1010.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7125804,N/A,N/A,N/A,N/A,IT=80 ,8671.9268,N/A,485.7750,2,27.00,23.609,1.60,N/A,N/A,N/A,211753734.3710,76394368.7433,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8535.1,0.000,N/A,N/A,N/A
11099,UP 1,18133.945,804,0,0.0,27.0,29.484529,100.0-1330.0,nan,FTMS + p NSI d Full ms2 641.7723@hcd27.00 [100.0000-1330.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7213764,N/A,N/A,N/A,N/A,IT=80 ,10242.101,N/A,641.7724,2,27.00,31.190,1.60,N/A,N/A,N/A,211753734.4323,76394368.7862,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8315.2,0.000,N/A,N/A,N/A
11100,UP 1,26311.18,900,0,0.0,27.0,29.486373,100.0-1745.0,nan,FTMS + p NSI d Full ms2 846.4091@hcd27.00 [100.0000-1745.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7008955,N/A,N/A,N/A,N/A,IT=80 ,10844.021,N/A,846.4091,2,27.00,41.135,1.60,N/A,N/A,N/A,211753734.2470,76394368.6535,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8979.5,0.000,N/A,N/A,N/A
11101,UP 1,18748.531,944,0,0.0,27.0,29.488219,100.0-1615.0,nan,FTMS + p NSI d Full ms2 781.4024@hcd27.00 [100.0000-1615.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7218842,N/A,N/A,N/A,N/A,IT=80 ,3627.1113,N/A,781.4024,2,27.00,37.976,1.60,N/A,N/A,N/A,211753734.3048,76394368.6986,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8772.4,0.000,N/A,N/A,N/A
11102,UP 1,14108.094,848,0,0.0,27.0,29.490031,100.0-795.0,nan,FTMS + p NSI d Full ms2 379.2077@hcd27.00 [100.0000-795.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7009472,N/A,N/A,N/A,N/A,IT=80 ,3587.3481,N/A,0.0000,2,27.00,18.429,1.60,N/A,N/A,N/A,211753733.0012,76394367.7602,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,13446.4,0.000,N/A,N/A,N/A
11104,UP 1,30389.75,1144,0,0.0,27.0,29.493831,100.0-1560.0,nan,FTMS + p NSI d Full ms2 754.3769@hcd27.00 [100.0000-1560.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7016786,N/A,N/A,N/A,N/A,IT=80 ,5785.8188,N/A,0.0000,2,27.00,36.663,1.60,N/A,N/A,N/A,211753733.9579,76394368.4521,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10016.1,0.000,N/A,N/A,N/A
11105,UP 1,16873.875,900,0,0.0,27.0,29.495656,100.0-845.0,nan,FTMS + p NSI d Full ms2 405.1987@hcd27.00 [100.0000-845.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7049004,N/A,N/A,N/A,N/A,IT=80 ,5483.1396,N/A,0.0000,2,27.00,19.693,1.60,N/A,N/A,N/A,211753733.7522,76394368.2912,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10753.7,0.000,N/A,N/A,N/A
11106,UP 1,164354.86,1976,0,0.0,27.0,29.49705,100.0-930.0,nan,FTMS + p NSI d Full ms2 446.2688@hcd27.00 [100.0000-930.0000],On,1,54.962,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0809982,N/A,N/A,N/A,N/A,IT=55 ,36296.582,N/A,446.2688,2,27.00,21.689,1.60,N/A,N/A,N/A,211753730.5431,76394365.9788,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,22260.2,0.000,N/A,N/A,N/A
11107,UP 1,28954.75,980,0,0.0,27.0,29.498862,100.0-890.0,nan,FTMS + p NSI d Full ms2 426.7452@hcd27.00 [100.0000-890.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7068115,N/A,N/A,N/A,N/A,IT=80 ,7571.6421,N/A,426.7452,2,27.00,20.740,1.60,N/A,N/A,N/A,211753734.0463,76394368.5152,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9699.2,0.000,N/A,N/A,N/A
11108,UP 1,27237.547,1016,0,0.0,27.0,29.500691,100.0-1595.0,nan,FTMS + p NSI d Full ms2 514.9214@hcd27.00 [100.0000-1595.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7156696,N/A,N/A,N/A,N/A,IT=80 ,8059.2671,N/A,514.9214,3,27.00,23.635,1.60,N/A,N/A,N/A,211753734.7437,76394369.0130,N/A,N/A,-2.61,-0.08,0.00,-0.01,0,N/A,7198.8,0.000,N/A,N/A,N/A
11109,UP 1,25116.336,956,0,0.0,27.0,29.502521,100.0-1845.0,nan,FTMS + p NSI d Full ms2 595.6207@hcd27.00 [100.0000-1845.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7288633,N/A,N/A,N/A,N/A,IT=80 ,6142.2412,N/A,595.6206,3,27.00,27.339,1.60,N/A,N/A,N/A,211753733.6783,76394368.2437,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,11018.9,0.000,N/A,N/A,N/A
11110,UP 1,30371.172,1144,0,0.0,27.0,29.504348,100.0-1230.0,nan,FTMS + p NSI d Full ms2 592.8326@hcd27.00 [100.0000-1230.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0754447,N/A,N/A,N/A,N/A,IT=80 ,6067.2202,N/A,592.8326,2,27.00,28.812,1.60,N/A,N/A,N/A,211753734.6132,76394368.9104,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,7666.7,0.000,N/A,N/A,N/A
11111,UP 1,35887.297,1244,0,0.0,27.0,29.50616,100.0-955.0,nan,FTMS + p NSI d Full ms2 458.2668@hcd27.00 [100.0000-955.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7318282,N/A,N/A,N/A,N/A,IT=80 ,6079.6006,N/A,458.2668,2,27.00,22.272,1.60,N/A,N/A,N/A,211753733.4429,76394368.0756,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,11862.7,0.000,N/A,N/A,N/A
11112,UP 1,22406.102,944,0,0.0,27.0,29.508006,100.0-1715.0,nan,FTMS + p NSI d Full ms2 831.4194@hcd27.00 [100.0000-1715.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6948726,N/A,N/A,N/A,N/A,IT=80 ,4121.8306,N/A,831.4195,2,27.00,40.407,1.60,N/A,N/A,N/A,211753734.3744,76394368.7445,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8522.8,0.000,N/A,N/A,N/A
11113,UP 1,15816.43,892,0,0.0,27.0,29.509835,100.0-1140.0,nan,FTMS + p NSI d Full ms2 550.2936@hcd27.00 [100.0000-1140.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6991432,N/A,N/A,N/A,N/A,IT=80 ,4428.6973,N/A,550.2935,2,27.00,26.744,1.60,N/A,N/A,N/A,211753734.5620,76394368.8815,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,7850.2,0.000,N/A,N/A,N/A
11115,UP 1,27722.07,996,0,0.0,27.0,29.515618,100.0-905.0,nan,FTMS + p NSI d Full ms2 433.2255@hcd27.00 [100.0000-905.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6943541,N/A,N/A,N/A,N/A,IT=80 ,6997.0962,N/A,433.2255,2,27.00,21.055,1.60,N/A,N/A,N/A,211753733.8670,76394368.3846,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10342.0,0.000,N/A,N/A,N/A
11116,UP 1,21239.875,908,0,0.0,27.0,29.517473,100.0-1620.0,nan,FTMS + p NSI d Full ms2 783.8544@hcd27.00 [100.0000-1620.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.716297,N/A,N/A,N/A,N/A,IT=80 ,7448.9443,N/A,783.8544,2,27.00,38.095,1.60,N/A,N/A,N/A,211753733.6339,76394368.2069,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,11178.1,0.000,N/A,N/A,N/A
11117,UP 1,51267.711,1288,0,0.0,27.0,29.519302,100.0-1020.0,nan,FTMS + p NSI d Full ms2 490.7275@hcd27.00 [100.0000-1020.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0811036,N/A,N/A,N/A,N/A,IT=80 ,12433.051,N/A,490.7275,2,27.00,23.849,1.60,N/A,N/A,N/A,211753733.3530,76394368.0120,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,12185.0,0.000,N/A,N/A,N/A
11118,UP 1,41879.523,1212,0,0.0,27.0,29.521131,100.0-1230.0,nan,FTMS + p NSI d Full ms2 592.7670@hcd27.00 [100.0000-1230.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0756719,N/A,N/A,N/A,N/A,IT=80 ,13549.848,N/A,592.7670,2,27.00,28.808,1.60,N/A,N/A,N/A,211753733.5443,76394368.1468,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,11499.1,0.000,N/A,N/A,N/A
11119,UP 1,14714.391,804,0,0.0,27.0,29.522948,100.0-765.0,nan,FTMS + p NSI d Full ms2 365.2474@hcd27.00 [100.0000-765.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0808339,N/A,N/A,N/A,N/A,IT=80 ,5542.6743,N/A,365.2474,2,27.00,17.751,1.60,N/A,N/A,N/A,211753734.1163,76394368.5647,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9448.3,0.000,N/A,N/A,N/A
11120,UP 1,25468.102,1052,0,0.0,27.0,29.52476,100.0-1125.0,nan,FTMS + p NSI d Full ms2 360.8974@hcd27.00 [100.0000-1125.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7142206,N/A,N/A,N/A,N/A,IT=80 ,9189.5332,N/A,360.8974,3,27.00,16.565,1.60,N/A,N/A,N/A,211753733.4967,76394368.1193,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,11669.8,0.000,N/A,N/A,N/A
11121,UP 1,22146.664,948,0,0.0,27.0,29.526593,100.0-1350.0,nan,FTMS + p NSI d Full ms2 652.3412@hcd27.00 [100.0000-1350.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7008389,N/A,N/A,N/A,N/A,IT=80 ,7524.4561,N/A,652.3412,2,27.00,31.704,1.60,N/A,N/A,N/A,211753733.8034,76394368.3443,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10570.2,0.000,N/A,N/A,N/A
11122,UP 1,25945.18,1040,0,0.0,27.0,29.528439,100.0-1425.0,nan,FTMS + p NSI d Full ms2 690.2844@hcd27.00 [100.0000-1425.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7329608,N/A,N/A,N/A,N/A,IT=80 ,4241.9258,N/A,690.2844,2,27.00,33.548,1.60,N/A,N/A,N/A,211753733.5587,76394368.1624,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,11447.6,0.000,N/A,N/A,N/A
11123,UP 1,20260.281,948,0,0.0,27.0,29.530256,100.0-1475.0,nan,FTMS + p NSI d Full ms2 475.6037@hcd27.00 [100.0000-1475.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7234032,N/A,N/A,N/A,N/A,IT=80 ,5564.3555,N/A,475.2697,3,27.00,21.830,1.60,N/A,N/A,N/A,211753733.9496,76394368.4421,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10046.1,0.000,N/A,N/A,N/A
11125,UP 1,65686.0,1532,0,0.0,27.0,29.534039,100.0-975.0,nan,FTMS + p NSI d Full ms2 469.7512@hcd27.00 [100.0000-975.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,130.0863179,N/A,N/A,N/A,N/A,IT=80 ,11131.46,N/A,469.7512,2,27.00,22.830,1.60,N/A,N/A,N/A,211753732.1704,76394367.1484,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,16425.5,0.000,N/A,N/A,N/A
11126,UP 1,26684.039,1092,0,0.0,27.0,29.535868,100.0-1755.0,nan,FTMS + p NSI d Full ms2 566.2662@hcd27.00 [100.0000-1755.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7068525,N/A,N/A,N/A,N/A,IT=80 ,5966.5513,N/A,0.0000,3,27.00,25.992,1.60,N/A,N/A,N/A,211753734.3202,76394368.7076,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8717.0,0.000,N/A,N/A,N/A
11127,UP 1,337143.59,1768,0,0.0,27.0,29.536991,100.0-930.0,nan,FTMS + p NSI d Full ms2 446.2164@hcd27.00 [100.0000-930.0000],On,1,38.572,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0809274,N/A,N/A,N/A,N/A,IT=39 ,130946.14,N/A,446.2164,2,27.00,21.686,1.60,N/A,N/A,N/A,211753729.1780,76394365.0112,N/A,N/A,-2.61,-0.08,-0.02,-0.01,0,N/A,27155.2,0.000,N/A,N/A,N/A
11128,UP 1,80344.953,1540,0,0.0,27.0,29.538512,100.0-875.0,nan,FTMS + p NSI d Full ms2 419.7610@hcd27.00 [100.0000-875.0000],On,1,62.530,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,157.0963395,N/A,N/A,N/A,N/A,IT=63 ,11361.908,N/A,419.7610,2,27.00,20.400,1.60,N/A,N/A,N/A,211753732.4219,76394367.3466,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,15523.6,0.000,N/A,N/A,N/A
11129,UP 1,43905.508,1260,0,0.0,27.0,29.540189,100.0-1715.0,nan,FTMS + p NSI d Full ms2 554.6145@hcd27.00 [100.0000-1715.0000],On,1,70.919,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7115643,N/A,N/A,N/A,N/A,IT=71 ,9093.25,N/A,554.6145,3,27.00,25.457,1.60,N/A,N/A,N/A,211753734.6167,76394368.9325,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,7653.9,0.000,N/A,N/A,N/A
11130,UP 1,28650.961,1004,0,0.0,27.0,29.542018,100.0-1215.0,nan,FTMS + p NSI d Full ms2 587.3223@hcd27.00 [100.0000-1215.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,185.164311,N/A,N/A,N/A,N/A,IT=80 ,6563.2759,N/A,587.3223,2,27.00,28.544,1.60,N/A,N/A,N/A,211753734.0258,76394368.5043,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9772.7,0.000,N/A,N/A,N/A
11131,UP 1,25155.445,996,0,0.0,27.0,29.543847,100.0-1010.0,nan,FTMS + p NSI d Full ms2 485.2438@hcd27.00 [100.0000-1010.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7161628,N/A,N/A,N/A,N/A,IT=80 ,10103.991,N/A,485.2438,2,27.00,23.583,1.60,N/A,N/A,N/A,211753734.3872,76394368.7561,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8476.9,0.000,N/A,N/A,N/A
11132,UP 1,24078.078,1000,0,0.0,27.0,29.545699,100.0-1515.0,nan,FTMS + p NSI d Full ms2 732.8719@hcd27.00 [100.0000-1515.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7167592,N/A,N/A,N/A,N/A,IT=80 ,6548.1211,N/A,732.8719,2,27.00,35.618,1.60,N/A,N/A,N/A,211753734.2233,76394368.6345,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9064.6,0.000,N/A,N/A,N/A
11134,UP 1,25041.172,1004,0,0.0,27.0,29.549481,100.0-1480.0,nan,FTMS + p NSI d Full ms2 715.3165@hcd27.00 [100.0000-1480.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7006153,N/A,N/A,N/A,N/A,IT=80 ,6493.9526,N/A,715.3164,2,27.00,34.764,1.60,N/A,N/A,N/A,211753734.1803,76394368.6121,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9218.7,0.000,N/A,N/A,N/A
11135,UP 1,23237.656,1004,0,0.0,27.0,29.551312,100.0-1115.0,nan,FTMS + p NSI d Full ms2 536.7898@hcd27.00 [100.0000-1115.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7265395,N/A,N/A,N/A,N/A,IT=80 ,5337.9575,N/A,536.7898,2,27.00,26.088,1.60,N/A,N/A,N/A,211753734.2808,76394368.6795,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8858.2,0.000,N/A,N/A,N/A
11136,UP 1,24607.195,960,0,0.0,27.0,29.553124,100.0-920.0,nan,FTMS + p NSI d Full ms2 442.7473@hcd27.00 [100.0000-920.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6989271,N/A,N/A,N/A,N/A,IT=80 ,7183.1001,N/A,442.7473,2,27.00,21.518,1.60,N/A,N/A,N/A,211753733.8838,76394368.3941,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10282.0,0.000,N/A,N/A,N/A
11137,UP 1,12669.93,792,0,0.0,27.0,29.554964,100.0-1395.0,nan,FTMS + p NSI d Full ms2 673.3380@hcd27.00 [100.0000-1395.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.729183,N/A,N/A,N/A,N/A,IT=80 ,4650.8198,N/A,0.0000,2,27.00,32.724,1.60,N/A,N/A,N/A,211753734.1382,76394368.5761,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9369.6,0.000,N/A,N/A,N/A
11140,UP 1,58586.938,1388,0,0.0,27.0,29.56262,100.0-1230.0,nan,FTMS + p NSI d Full ms2 394.8752@hcd27.00 [100.0000-1230.0000],On,1,76.743,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,187.1445675,N/A,N/A,N/A,N/A,IT=77 ,10635.379,N/A,394.8752,3,27.00,18.125,1.60,N/A,N/A,N/A,211753733.0438,76394367.7929,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,13293.7,0.000,N/A,N/A,N/A
11141,UP 1,31160.953,1232,0,0.0,27.0,29.564449,100.0-1060.0,nan,FTMS + p NSI d Full ms2 509.7746@hcd27.00 [100.0000-1060.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7259882,N/A,N/A,N/A,N/A,IT=80 ,4244.8125,N/A,509.7746,2,27.00,24.775,1.60,N/A,N/A,N/A,211753734.3377,76394368.7278,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8654.4,0.000,N/A,N/A,N/A
11142,UP 1,40501.75,1212,0,0.0,27.0,29.566264,100.0-885.0,nan,FTMS + p NSI d Full ms2 423.7069@hcd27.00 [100.0000-885.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0756753,N/A,N/A,N/A,N/A,IT=80 ,12938.598,N/A,423.7069,2,27.00,20.592,1.60,N/A,N/A,N/A,211753733.8419,76394368.3652,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10432.0,0.000,N/A,N/A,N/A
11143,UP 1,18894.336,904,0,0.0,27.0,29.568076,100.0-805.0,nan,FTMS + p NSI d Full ms2 386.2521@hcd27.00 [100.0000-805.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7225059,N/A,N/A,N/A,N/A,IT=80 ,5182.834,N/A,386.2521,2,27.00,18.772,1.60,N/A,N/A,N/A,211753734.1084,76394368.5584,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9476.5,0.000,N/A,N/A,N/A
11144,UP 1,25095.969,1140,0,0.0,27.0,29.569906,100.0-990.0,nan,FTMS + p NSI d Full ms2 475.7450@hcd27.00 [100.0000-990.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6996099,N/A,N/A,N/A,N/A,IT=80 ,2832.9841,N/A,475.7450,2,27.00,23.121,1.60,N/A,N/A,N/A,211753734.7610,76394369.0262,N/A,N/A,-2.61,-0.08,0.00,-0.01,0,N/A,7136.6,0.000,N/A,N/A,N/A
11146,UP 1,26074.328,960,0,0.0,27.0,29.57367,100.0-995.0,nan,FTMS + p NSI d Full ms2 478.7188@hcd27.00 [100.0000-995.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7145348,N/A,N/A,N/A,N/A,IT=80 ,10398.979,N/A,478.7188,2,27.00,23.266,1.60,N/A,N/A,N/A,211753734.2414,76394368.6480,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8999.5,0.000,N/A,N/A,N/A
11147,UP 1,27493.402,1004,0,0.0,27.0,29.575522,100.0-1465.0,nan,FTMS + p NSI d Full ms2 709.8500@hcd27.00 [100.0000-1465.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7091939,N/A,N/A,N/A,N/A,IT=80 ,8353.6973,N/A,709.8500,2,27.00,34.499,1.60,N/A,N/A,N/A,211753734.6770,76394368.9716,N/A,N/A,-2.61,-0.08,0.00,-0.01,0,N/A,7437.7,0.000,N/A,N/A,N/A
11148,UP 1,33886.977,1240,0,0.0,27.0,29.577333,100.0-1510.0,nan,FTMS + p NSI d Full ms2 486.9163@hcd27.00 [100.0000-1510.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7023799,N/A,N/A,N/A,N/A,IT=80 ,6312.1035,N/A,486.9168,3,27.00,22.349,1.60,N/A,N/A,N/A,211753733.4865,76394368.1052,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,11706.3,0.000,N/A,N/A,N/A
