Scan Number,RAW File,Total Ion Current,Total Number of Peaks,Number of Channels,Frequency,Collision Energy,Retention Time (min),Mass Ranges,Precursor Intensity,Scan Description,AGC,Micro Scan Count,Ion Injection Time (ms),Elapsed Scan Time (sec),Activation Type,Mass Analyzer Type,Detector Type,Base Peak Mass,Average Scan by Inst,Orbitrap Resolution,API Process Delay,Dependency Type,Multi Inject Info,Base Peak Intensity,Master Scan Number,Monoisotopic M/Z,Charge State,HCD Energy,HCD Energy eV,MS2 Isolation Width,Access ID,Conversion Parameter I,Conversion Parameter A,Conversion Parameter B,Conversion Parameter C,Conversion Parameter D,Conversion Parameter E,Temperature Comp. (ppm),RF Comp. (ppm),Space Charge Comp. (ppm),Resolution Comp. (ppm),Number of LM Found,LM Correction (ppm),RawOvFtT,Injection t0,Reagent Ion Injection Time (ms),FAIMS Voltage On,FAIMS CV
7194,Ref 1,232814.0,2740,0,0.0,27.0,21.446303,100.0-1045.0,nan,FTMS + p NSI d Full ms2 503.2630@hcd27.00 [100.0000-1045.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,251.1499555,N/A,N/A,N/A,N/A,IT=80 ,35661.02,N/A,0.0000,2,27.00,24.459,1.60,N/A,N/A,N/A,211753944.1190,70201677.5938,N/A,N/A,-4.84,-0.08,-0.02,0.04,0,N/A,31823.3,0.000,N/A,N/A,N/A
7196,Ref 1,2277542.8,4176,0,0.0,27.0,21.449947,100.0-795.0,nan,FTMS + p NSI d Full ms2 380.7082@hcd27.00 [100.0000-795.0000],On,1,23.330,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,197.1283066,N/A,N/A,N/A,N/A,IT=23 ,395724.0,N/A,380.7082,2,27.00,18.502,1.60,N/A,N/A,N/A,211753932.9771,70201670.2141,N/A,N/A,-4.84,-0.08,-0.04,0.04,0,N/A,78506.4,0.000,N/A,N/A,N/A
7197,Ref 1,363439.0,4104,0,0.0,27.0,21.451776,100.0-1695.0,nan,FTMS + p NSI d Full ms2 546.6132@hcd27.00 [100.0000-1695.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,546.3424046,N/A,N/A,N/A,N/A,IT=80 ,35915.156,N/A,546.6132,3,27.00,25.090,1.60,N/A,N/A,N/A,211753941.7166,70201675.9998,N/A,N/A,-4.84,-0.08,-0.02,0.04,0,N/A,41889.2,0.000,N/A,N/A,N/A
7198,Ref 1,555515.5,5288,0,0.0,27.0,21.45361,100.0-1835.0,nan,FTMS + p NSI d Full ms2 592.6240@hcd27.00 [100.0000-1835.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,593.330616,N/A,N/A,N/A,N/A,IT=80 ,51382.668,N/A,592.6240,3,27.00,27.201,1.60,N/A,N/A,N/A,211753937.4215,70201673.1508,N/A,N/A,-4.84,-0.08,-0.03,0.04,0,N/A,59884.8,0.000,N/A,N/A,N/A
7199,Ref 1,296611.28,3384,0,0.0,27.0,21.455439,100.0-1190.0,nan,FTMS + p NSI d Full ms2 572.7783@hcd27.00 [100.0000-1190.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1127029,N/A,N/A,N/A,N/A,IT=80 ,26494.488,N/A,572.7783,2,27.00,27.837,1.60,N/A,N/A,N/A,211753942.7468,70201676.6846,N/A,N/A,-4.84,-0.08,-0.02,0.04,0,N/A,37572.8,0.000,N/A,N/A,N/A
7200,Ref 1,669619.12,5928,0,0.0,27.0,21.457251,100.0-860.0,nan,FTMS + p NSI d Full ms2 411.1693@hcd27.00 [100.0000-860.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,185.0554812,N/A,N/A,N/A,N/A,IT=80 ,55251.594,N/A,411.1693,2,27.00,19.983,1.60,N/A,N/A,N/A,211753933.4702,70201670.5336,N/A,N/A,-4.84,-0.08,-0.04,0.04,0,N/A,76440.6,0.000,N/A,N/A,N/A
7201,Ref 1,296364.5,3080,0,0.0,27.0,21.45908,100.0-1115.0,nan,FTMS + p NSI d Full ms2 536.2817@hcd27.00 [100.0000-1115.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,536.2797039,N/A,N/A,N/A,N/A,IT=80 ,53380.367,N/A,536.2817,2,27.00,26.063,1.60,N/A,N/A,N/A,211753943.1831,70201676.9680,N/A,N/A,-4.84,-0.08,-0.02,0.04,0,N/A,35744.7,0.000,N/A,N/A,N/A
7202,Ref 1,231987.06,2800,0,0.0,27.0,21.46091,100.0-1245.0,nan,FTMS + p NSI d Full ms2 601.8230@hcd27.00 [100.0000-1245.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,601.4142246,N/A,N/A,N/A,N/A,IT=80 ,32747.939,N/A,0.0000,2,27.00,29.249,1.60,N/A,N/A,N/A,211753945.2365,70201678.3423,N/A,N/A,-4.84,-0.08,-0.02,0.04,0,N/A,27141.0,0.000,N/A,N/A,N/A
7203,Ref 1,328316.16,2932,0,0.0,27.0,21.462737,100.0-1200.0,nan,FTMS + p NSI d Full ms2 579.8225@hcd27.00 [100.0000-1200.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.102195,N/A,N/A,N/A,N/A,IT=80 ,116978.94,N/A,0.0000,2,27.00,28.179,1.60,N/A,N/A,N/A,211753942.4376,70201676.4816,N/A,N/A,-4.84,-0.08,-0.02,0.04,0,N/A,38868.0,0.000,N/A,N/A,N/A
7205,Ref 1,67988.828,1428,0,0.0,27.0,21.466385,100.0-1210.0,nan,FTMS + p NSI d Full ms2 582.8284@hcd27.00 [100.0000-1210.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.071472,N/A,N/A,N/A,N/A,IT=80 ,17619.182,N/A,582.8284,2,27.00,28.325,1.60,N/A,N/A,N/A,211753948.7818,70201680.6827,N/A,N/A,-4.84,-0.08,-0.01,0.04,0,N/A,12286.6,0.000,N/A,N/A,N/A
7206,Ref 1,59992.086,1412,0,0.0,27.0,21.468253,100.0-1555.0,nan,FTMS + p NSI d Full ms2 751.8822@hcd27.00 [100.0000-1555.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,958.5099902,N/A,N/A,N/A,N/A,IT=80 ,12069.923,N/A,0.0000,2,27.00,36.541,1.60,N/A,N/A,N/A,211753948.5703,70201680.5467,N/A,N/A,-4.84,-0.08,-0.01,0.04,0,N/A,13173.1,0.000,N/A,N/A,N/A
7207,Ref 1,2468113.5,4004,0,0.0,27.0,21.469126,100.0-845.0,nan,FTMS + p NSI d Full ms2 404.2216@hcd27.00 [100.0000-845.0000],On,1,23.670,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,565.3090135,N/A,N/A,N/A,N/A,IT=24 ,396205.84,N/A,404.2217,2,27.00,19.645,1.60,N/A,N/A,N/A,211753929.8762,70201668.1458,N/A,N/A,-4.84,-0.08,-0.05,0.04,0,N/A,91498.8,0.000,N/A,N/A,N/A
7208,Ref 1,289232.06,3072,0,0.0,27.0,21.470955,100.0-1065.0,nan,FTMS + p NSI d Full ms2 512.7303@hcd27.00 [100.0000-1065.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0756847,N/A,N/A,N/A,N/A,IT=80 ,23162.615,N/A,512.7304,2,27.00,24.919,1.60,N/A,N/A,N/A,211753942.6942,70201676.6499,N/A,N/A,-4.84,-0.08,-0.02,0.04,0,N/A,37792.9,0.000,N/A,N/A,N/A
7209,Ref 1,543007.25,4628,0,0.0,27.0,21.472766,100.0-935.0,nan,FTMS + p NSI d Full ms2 449.7535@hcd27.00 [100.0000-935.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.075668,N/A,N/A,N/A,N/A,IT=80 ,46715.566,N/A,449.7535,2,27.00,21.858,1.60,N/A,N/A,N/A,211753936.6072,70201672.6069,N/A,N/A,-4.84,-0.08,-0.04,0.04,0,N/A,63296.7,0.000,N/A,N/A,N/A
7210,Ref 1,91459.297,1620,0,0.0,27.0,21.474595,100.0-1210.0,nan,FTMS + p NSI d Full ms2 584.3289@hcd27.00 [100.0000-1210.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,157.1332627,N/A,N/A,N/A,N/A,IT=80 ,17380.16,N/A,584.3289,2,27.00,28.398,1.60,N/A,N/A,N/A,211753948.2179,70201680.3120,N/A,N/A,-4.84,-0.08,-0.01,0.04,0,N/A,14649.2,0.000,N/A,N/A,N/A
7211,Ref 1,553955.31,4608,0,0.0,27.0,21.476407,100.0-905.0,nan,FTMS + p NSI d Full ms2 435.2483@hcd27.00 [100.0000-905.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0714543,N/A,N/A,N/A,N/A,IT=80 ,62585.379,N/A,0.0000,2,27.00,21.153,1.60,N/A,N/A,N/A,211753936.7394,70201672.6993,N/A,N/A,-4.84,-0.08,-0.04,0.04,0,N/A,62742.9,0.000,N/A,N/A,N/A
7212,Ref 1,46784.969,1300,0,0.0,27.0,21.47826,100.0-1500.0,nan,FTMS + p NSI d Full ms2 724.8034@hcd27.00 [100.0000-1500.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.5719287,N/A,N/A,N/A,N/A,IT=80 ,9682.1709,N/A,0.0000,2,27.00,35.225,1.60,N/A,N/A,N/A,211753949.3632,70201681.0626,N/A,N/A,-4.84,-0.08,-0.01,0.04,0,N/A,9850.9,0.000,N/A,N/A,N/A
7213,Ref 1,92813.922,1908,0,0.0,27.0,21.480089,100.0-1345.0,nan,FTMS + p NSI d Full ms2 650.3276@hcd27.00 [100.0000-1345.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,187.071443,N/A,N/A,N/A,N/A,IT=80 ,12078.985,N/A,0.0000,2,27.00,31.606,1.60,N/A,N/A,N/A,211753948.5516,70201680.5301,N/A,N/A,-4.84,-0.08,-0.01,0.04,0,N/A,13251.3,0.000,N/A,N/A,N/A
7215,Ref 1,1286917.6,6760,0,0.0,27.0,21.483718,100.0-765.0,nan,FTMS + p NSI d Full ms2 366.2189@hcd27.00 [100.0000-765.0000],On,1,63.386,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,276.1664552,N/A,N/A,N/A,N/A,IT=63 ,117456.7,N/A,0.0000,2,27.00,17.798,1.60,N/A,N/A,N/A,211753925.2256,70201665.0610,N/A,N/A,-4.84,-0.08,-0.06,0.04,0,N/A,110984.4,0.000,N/A,N/A,N/A
7216,Ref 1,98857.078,1644,0,0.0,27.0,21.48558,100.0-1700.0,nan,FTMS + p NSI d Full ms2 824.3820@hcd27.00 [100.0000-1700.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,824.3332222,N/A,N/A,N/A,N/A,IT=80 ,31127.754,N/A,0.0000,2,27.00,40.065,1.60,N/A,N/A,N/A,211753947.8414,70201680.0623,N/A,N/A,-4.84,-0.08,-0.01,0.04,0,N/A,16227.0,0.000,N/A,N/A,N/A
7217,Ref 1,3974079.2,5824,0,0.0,27.0,21.486334,100.0-1205.0,nan,FTMS + p NSI d Full ms2 386.8835@hcd27.00 [100.0000-1205.0000],On,1,16.523,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.1022294,N/A,N/A,N/A,N/A,IT=17 ,347877.97,N/A,386.8835,3,27.00,17.758,1.60,N/A,N/A,N/A,211753929.6047,70201667.9622,N/A,N/A,-4.84,-0.08,-0.05,0.04,0,N/A,92636.4,0.000,N/A,N/A,N/A
7218,Ref 1,2602396.0,4424,0,0.0,27.0,21.487149,100.0-1095.0,nan,FTMS + p NSI d Full ms2 351.8853@hcd27.00 [100.0000-1095.0000],On,1,20.210,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,171.1491307,N/A,N/A,N/A,N/A,IT=20 ,329453.78,N/A,351.8853,3,27.00,16.152,1.60,N/A,N/A,N/A,211753932.7670,70201670.0682,N/A,N/A,-4.84,-0.08,-0.04,0.04,0,N/A,79386.7,0.000,N/A,N/A,N/A
7219,Ref 1,1301750.9,8420,0,0.0,27.0,21.488962,100.0-855.0,nan,FTMS + p NSI d Full ms2 408.6706@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1127234,N/A,N/A,N/A,N/A,IT=80 ,82887.68,N/A,408.6706,2,27.00,19.861,1.60,N/A,N/A,N/A,211753920.1234,70201661.6843,N/A,N/A,-4.84,-0.08,-0.07,0.04,0,N/A,132361.6,0.000,N/A,N/A,N/A
7220,Ref 1,538638.62,4084,0,0.0,27.0,21.490791,100.0-1015.0,nan,FTMS + p NSI d Full ms2 487.2751@hcd27.00 [100.0000-1015.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,746.4198227,N/A,N/A,N/A,N/A,IT=80 ,44958.766,N/A,487.2751,2,27.00,23.682,1.60,N/A,N/A,N/A,211753937.0726,70201672.9207,N/A,N/A,-4.84,-0.08,-0.03,0.04,0,N/A,61346.6,0.000,N/A,N/A,N/A
7221,Ref 1,360187.03,3704,0,0.0,27.0,21.492618,100.0-985.0,nan,FTMS + p NSI d Full ms2 473.7455@hcd27.00 [100.0000-985.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,473.283206,N/A,N/A,N/A,N/A,IT=80 ,56165.293,N/A,473.7455,2,27.00,23.024,1.60,N/A,N/A,N/A,211753941.0885,70201675.5801,N/A,N/A,-4.84,-0.08,-0.03,0.04,0,N/A,44520.8,0.000,N/A,N/A,N/A
7222,Ref 1,359382.41,3328,0,0.0,27.0,21.49443,100.0-875.0,nan,FTMS + p NSI d Full ms2 419.2072@hcd27.00 [100.0000-875.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,183.1127234,N/A,N/A,N/A,N/A,IT=80 ,31610.98,N/A,419.2072,2,27.00,20.373,1.60,N/A,N/A,N/A,211753941.5651,70201675.8976,N/A,N/A,-4.84,-0.08,-0.02,0.04,0,N/A,42523.9,0.000,N/A,N/A,N/A
7223,Ref 1,377600.72,3264,0,0.0,27.0,21.496268,100.0-1220.0,nan,FTMS + p NSI d Full ms2 589.2418@hcd27.00 [100.0000-1220.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0756879,N/A,N/A,N/A,N/A,IT=80 ,110916.57,N/A,589.2417,2,27.00,28.637,1.60,N/A,N/A,N/A,211753941.4518,70201675.8254,N/A,N/A,-4.84,-0.08,-0.02,0.04,0,N/A,42998.3,0.000,N/A,N/A,N/A
7224,Ref 1,1052768.1,7772,0,0.0,27.0,21.498118,100.0-2420.0,nan,FTMS + p NSI d Full ms2 784.3591@hcd27.00 [100.0000-2420.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,470.2608579,N/A,N/A,N/A,N/A,IT=80 ,65365.113,N/A,0.0000,3,27.00,36.002,1.60,N/A,N/A,N/A,211753928.7107,70201667.3746,N/A,N/A,-4.84,-0.08,-0.05,0.04,0,N/A,96381.9,0.000,N/A,N/A,N/A
7226,Ref 1,285760.75,3020,0,0.0,27.0,21.501741,100.0-1055.0,nan,FTMS + p NSI d Full ms2 506.7695@hcd27.00 [100.0000-1055.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0756714,N/A,N/A,N/A,N/A,IT=80 ,45065.781,N/A,0.0000,2,27.00,24.629,1.60,N/A,N/A,N/A,211753942.7813,70201676.6995,N/A,N/A,-4.84,-0.08,-0.02,0.04,0,N/A,37428.2,0.000,N/A,N/A,N/A
7227,Ref 1,589734.88,5700,0,0.0,27.0,21.50357,100.0-1145.0,nan,FTMS + p NSI d Full ms2 552.2833@hcd27.00 [100.0000-1145.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,240.097217,N/A,N/A,N/A,N/A,IT=80 ,34538.434,N/A,0.0000,2,27.00,26.841,1.60,N/A,N/A,N/A,211753936.9341,70201672.8366,N/A,N/A,-4.84,-0.08,-0.03,0.04,0,N/A,61927.3,0.000,N/A,N/A,N/A
7228,Ref 1,3237592.0,4768,0,0.0,27.0,21.504261,100.0-1185.0,nan,FTMS + p NSI d Full ms2 380.8875@hcd27.00 [100.0000-1185.0000],On,1,12.692,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,462.2668321,N/A,N/A,N/A,N/A,IT=13 ,392165.94,N/A,380.8875,3,27.00,17.483,1.60,N/A,N/A,N/A,211753937.5006,70201673.2013,N/A,N/A,-4.84,-0.08,-0.03,0.04,0,N/A,59553.5,0.000,N/A,N/A,N/A
7229,Ref 1,2308388.0,5444,0,0.0,27.0,21.50537,100.0-890.0,nan,FTMS + p NSI d Full ms2 426.2292@hcd27.00 [100.0000-890.0000],On,1,37.801,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0756625,N/A,N/A,N/A,N/A,IT=38 ,598349.38,N/A,426.2292,2,27.00,20.715,1.60,N/A,N/A,N/A,211753923.7362,70201664.0749,N/A,N/A,-4.84,-0.08,-0.07,0.04,0,N/A,117224.6,-0.020,N/A,N/A,N/A
7230,Ref 1,812750.12,4960,0,0.0,27.0,21.507199,100.0-1010.0,nan,FTMS + p NSI d Full ms2 485.2269@hcd27.00 [100.0000-1010.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,187.1439362,N/A,N/A,N/A,N/A,IT=80 ,63594.293,N/A,485.2269,2,27.00,23.582,1.60,N/A,N/A,N/A,211753931.1539,70201668.9994,N/A,N/A,-4.84,-0.08,-0.05,0.04,0,N/A,86145.5,0.000,N/A,N/A,N/A
7231,Ref 1,378875.0,3820,0,0.0,27.0,21.50903,100.0-1185.0,nan,FTMS + p NSI d Full ms2 570.8281@hcd27.00 [100.0000-1185.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,570.8272939,N/A,N/A,N/A,N/A,IT=80 ,34942.945,N/A,570.8281,2,27.00,27.742,1.60,N/A,N/A,N/A,211753941.7371,70201676.0136,N/A,N/A,-4.84,-0.08,-0.02,0.04,0,N/A,41802.9,0.000,N/A,N/A,N/A
7232,Ref 1,700405.19,4492,0,0.0,27.0,21.510868,100.0-1095.0,nan,FTMS + p NSI d Full ms2 527.3246@hcd27.00 [100.0000-1095.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,199.1440958,N/A,N/A,N/A,N/A,IT=80 ,77881.789,N/A,527.3256,2,27.00,25.628,1.60,N/A,N/A,N/A,211753934.3101,70201671.0894,N/A,N/A,-4.84,-0.08,-0.04,0.04,0,N/A,72921.3,0.000,N/A,N/A,N/A
7233,Ref 1,2204428.0,7656,0,0.0,27.0,21.512697,100.0-1015.0,nan,FTMS + p NSI d Full ms2 488.7275@hcd27.00 [100.0000-1015.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0808634,N/A,N/A,N/A,N/A,IT=80 ,629570.81,N/A,488.7275,2,27.00,23.752,1.60,N/A,N/A,N/A,211753904.3815,70201651.2470,N/A,N/A,-4.84,-0.08,-0.11,0.04,0,N/A,198318.4,-0.020,N/A,N/A,N/A
7234,Ref 1,549243.19,3768,0,0.0,27.0,21.514528,100.0-1245.0,nan,FTMS + p NSI d Full ms2 599.7621@hcd27.00 [100.0000-1245.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0756063,N/A,N/A,N/A,N/A,IT=80 ,165657.06,N/A,599.7622,2,27.00,29.148,1.60,N/A,N/A,N/A,211753937.5027,70201673.2054,N/A,N/A,-4.84,-0.08,-0.03,0.04,0,N/A,59544.9,0.000,N/A,N/A,N/A
7235,Ref 1,718455.94,4856,0,0.0,27.0,21.51634,100.0-905.0,nan,FTMS + p NSI d Full ms2 434.7436@hcd27.00 [100.0000-905.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,434.2614836,N/A,N/A,N/A,N/A,IT=80 ,73658.453,N/A,434.7436,2,27.00,21.129,1.60,N/A,N/A,N/A,211753932.6582,70201669.9939,N/A,N/A,-4.84,-0.08,-0.04,0.04,0,N/A,79842.4,-0.020,N/A,N/A,N/A
7237,Ref 1,595065.88,4644,0,0.0,27.0,21.521922,100.0-910.0,nan,FTMS + p NSI d Full ms2 437.1820@hcd27.00 [100.0000-910.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,437.2210198,N/A,N/A,N/A,N/A,IT=80 ,79486.656,N/A,437.1820,2,27.00,21.247,1.60,N/A,N/A,N/A,211753935.4002,70201671.8115,N/A,N/A,-4.84,-0.08,-0.04,0.04,0,N/A,68353.8,-0.020,N/A,N/A,N/A
7238,Ref 1,804434.62,6200,0,0.0,27.0,21.523745,100.0-1000.0,nan,FTMS + p NSI d Full ms2 479.7642@hcd27.00 [100.0000-1000.0000],On,1,79.570,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,442.2774428,N/A,N/A,N/A,N/A,IT=80 ,58739.438,N/A,479.7642,2,27.00,23.317,1.60,N/A,N/A,N/A,211753931.1402,70201668.9914,N/A,N/A,-4.84,-0.08,-0.05,0.04,0,N/A,86202.7,0.000,N/A,N/A,N/A
7239,Ref 1,736307.12,4936,0,0.0,27.0,21.525563,100.0-830.0,nan,FTMS + p NSI d Full ms2 398.6905@hcd27.00 [100.0000-830.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,175.1186837,N/A,N/A,N/A,N/A,IT=80 ,76932.188,N/A,398.6904,2,27.00,19.376,1.60,N/A,N/A,N/A,211753931.7824,70201669.4123,N/A,N/A,-4.84,-0.08,-0.05,0.04,0,N/A,83511.9,0.000,N/A,N/A,N/A
7240,Ref 1,236692.12,2936,0,0.0,27.0,21.527443,100.0-2420.0,nan,FTMS + p NSI d Full ms2 1176.0337@hcd27.00 [100.0000-2420.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,384.1868595,N/A,N/A,N/A,N/A,IT=80 ,18117.59,N/A,1175.5327,2,27.00,57.155,1.60,N/A,N/A,N/A,211753945.9535,70201678.8157,N/A,N/A,-4.84,-0.08,-0.01,0.04,0,N/A,24137.0,0.000,N/A,N/A,N/A
7241,Ref 1,164799.77,2260,0,0.0,27.0,21.529272,100.0-1330.0,nan,FTMS + p NSI d Full ms2 641.8066@hcd27.00 [100.0000-1330.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,234.1232842,N/A,N/A,N/A,N/A,IT=80 ,27177.188,N/A,641.8066,2,27.00,31.192,1.60,N/A,N/A,N/A,211753946.3741,70201679.0904,N/A,N/A,-4.84,-0.08,-0.01,0.04,0,N/A,22374.6,0.000,N/A,N/A,N/A
7242,Ref 1,329943.72,3956,0,0.0,27.0,21.531084,100.0-975.0,nan,FTMS + p NSI d Full ms2 469.2135@hcd27.00 [100.0000-975.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0715146,N/A,N/A,N/A,N/A,IT=80 ,33097.059,N/A,469.2135,2,27.00,22.804,1.60,N/A,N/A,N/A,211753942.0910,70201676.2419,N/A,N/A,-4.84,-0.08,-0.02,0.04,0,N/A,40320.3,0.000,N/A,N/A,N/A
7243,Ref 1,43218.016,1344,0,0.0,27.0,21.532934,100.0-1640.0,nan,FTMS + p NSI d Full ms2 793.8470@hcd27.00 [100.0000-1640.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.5755496,N/A,N/A,N/A,N/A,IT=80 ,6355.2285,N/A,793.8470,2,27.00,38.581,1.60,N/A,N/A,N/A,211753949.4938,70201681.1580,N/A,N/A,-4.84,-0.08,-0.01,0.04,0,N/A,9303.3,0.000,N/A,N/A,N/A
7244,Ref 1,481144.56,4456,0,0.0,27.0,21.534747,100.0-790.0,nan,FTMS + p NSI d Full ms2 376.6913@hcd27.00 [100.0000-790.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0756522,N/A,N/A,N/A,N/A,IT=80 ,88589.789,N/A,376.6913,2,27.00,18.307,1.60,N/A,N/A,N/A,211753938.3901,70201673.7874,N/A,N/A,-4.84,-0.08,-0.03,0.04,0,N/A,55826.8,0.000,N/A,N/A,N/A
7245,Ref 1,257173.64,2720,0,0.0,27.0,21.536576,100.0-1040.0,nan,FTMS + p NSI d Full ms2 500.2835@hcd27.00 [100.0000-1040.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,185.164776,N/A,N/A,N/A,N/A,IT=80 ,48279.285,N/A,0.0000,2,27.00,24.314,1.60,N/A,N/A,N/A,211753944.1821,70201677.6321,N/A,N/A,-4.84,-0.08,-0.02,0.04,0,N/A,31558.8,0.000,N/A,N/A,N/A
7247,Ref 1,515823.53,5100,0,0.0,27.0,21.540203,100.0-1060.0,nan,FTMS + p NSI d Full ms2 510.7556@hcd27.00 [100.0000-1060.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,145.0970117,N/A,N/A,N/A,N/A,IT=80 ,29516.512,N/A,510.7556,2,27.00,24.823,1.60,N/A,N/A,N/A,211753938.3178,70201673.7461,N/A,N/A,-4.84,-0.08,-0.03,0.04,0,N/A,56129.5,0.000,N/A,N/A,N/A
7248,Ref 1,179363.48,2616,0,0.0,27.0,21.542057,100.0-2440.0,nan,FTMS + p NSI d Full ms2 791.3580@hcd27.00 [100.0000-2440.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,256.0915636,N/A,N/A,N/A,N/A,IT=80 ,11303.18,N/A,0.0000,3,27.00,36.323,1.60,N/A,N/A,N/A,211753946.3397,70201679.0651,N/A,N/A,-4.84,-0.08,-0.01,0.04,0,N/A,22519.0,0.000,N/A,N/A,N/A
7249,Ref 1,2218136.5,5488,0,0.0,27.0,21.542978,100.0-1120.0,nan,FTMS + p NSI d Full ms2 359.5450@hcd27.00 [100.0000-1120.0000],On,1,26.487,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,359.2371497,N/A,N/A,N/A,N/A,IT=26 ,126801.3,N/A,359.5449,3,27.00,16.503,1.60,N/A,N/A,N/A,211753931.9753,70201669.5422,N/A,N/A,-4.84,-0.08,-0.05,0.04,0,N/A,82703.8,0.000,N/A,N/A,N/A
7250,Ref 1,1050065.0,5960,0,0.0,27.0,21.544692,100.0-995.0,nan,FTMS + p NSI d Full ms2 479.2357@hcd27.00 [100.0000-995.0000],On,1,73.131,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,442.2769936,N/A,N/A,N/A,N/A,IT=73 ,118008.57,N/A,479.2357,2,27.00,23.291,1.60,N/A,N/A,N/A,211753927.9956,70201666.9017,N/A,N/A,-4.84,-0.08,-0.06,0.04,0,N/A,99378.4,0.000,N/A,N/A,N/A
