Scan Number,RAW File,Total Ion Current,Total Number of Peaks,Number of Channels,Frequency,Collision Energy,Retention Time (min),Mass Ranges,Precursor Intensity,Scan Description,AGC,Micro Scan Count,Ion Injection Time (ms),Elapsed Scan Time (sec),Activation Type,Mass Analyzer Type,Detector Type,Base Peak Mass,Average Scan by Inst,Orbitrap Resolution,API Process Delay,Dependency Type,Multi Inject Info,Base Peak Intensity,Master Scan Number,Monoisotopic M/Z,Charge State,HCD Energy,HCD Energy eV,MS2 Isolation Width,Access ID,Conversion Parameter I,Conversion Parameter A,Conversion Parameter B,Conversion Parameter C,Conversion Parameter D,Conversion Parameter E,Temperature Comp. (ppm),RF Comp. (ppm),Space Charge Comp. (ppm),Resolution Comp. (ppm),Number of LM Found,LM Correction (ppm),RawOvFtT,Injection t0,Reagent Ion Injection Time (ms),FAIMS Voltage On,FAIMS CV
1779,Ref 1,270882.0,2852,0,0.0,27.0,7.0537308,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7353@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,410.7356217,N/A,N/A,N/A,N/A,IT=80 ,32789.188,N/A,410.7353,2,27.00,19.962,1.60,N/A,N/A,N/A,211753957.9598,70201686.7733,N/A,N/A,-4.81,-0.08,-0.02,0.04,0,N/A,32441.3,0.000,N/A,N/A,N/A
1800,Ref 1,136885.02,1644,0,0.0,27.0,7.1353032,100.0-1335.0,nan,FTMS + p NSI d Full ms2 429.4048@hcd27.00 [100.0000-1335.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,359.0280923,N/A,N/A,N/A,N/A,IT=80 ,59677.402,N/A,0.0000,3,27.00,19.710,1.60,N/A,N/A,N/A,211753959.7536,70201687.9609,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,24925.3,0.000,N/A,N/A,N/A
1862,Ref 1,263708.5,2996,0,0.0,27.0,7.3835432,100.0-810.0,nan,FTMS + p NSI d Full ms2 388.6917@hcd27.00 [100.0000-810.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,389.2486084,N/A,N/A,N/A,N/A,IT=80 ,27754.182,N/A,388.6917,2,27.00,18.890,1.60,N/A,N/A,N/A,211753957.6876,70201686.5860,N/A,N/A,-4.81,-0.08,-0.02,0.04,0,N/A,33581.7,0.000,N/A,N/A,N/A
1905,Ref 1,232192.2,2204,0,0.0,27.0,7.5542254,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7138@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0714766,N/A,N/A,N/A,N/A,IT=80 ,58544.215,N/A,414.7138,2,27.00,20.155,1.60,N/A,N/A,N/A,211753957.7519,70201686.6281,N/A,N/A,-4.81,-0.08,-0.02,0.04,0,N/A,33312.3,0.000,N/A,N/A,N/A
1907,Ref 1,262549.09,3076,0,0.0,27.0,7.5583712,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7351@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,175.1187766,N/A,N/A,N/A,N/A,IT=80 ,30800.572,N/A,410.7351,2,27.00,19.962,1.60,N/A,N/A,N/A,211753957.5468,70201686.4942,N/A,N/A,-4.81,-0.08,-0.02,0.04,0,N/A,34171.6,0.000,N/A,N/A,N/A
1932,Ref 1,279911.19,3220,0,0.0,27.0,7.6557309,100.0-780.0,nan,FTMS + p NSI d Full ms2 374.1848@hcd27.00 [100.0000-780.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.1022923,N/A,N/A,N/A,N/A,IT=80 ,31158.238,N/A,374.1848,2,27.00,18.185,1.60,N/A,N/A,N/A,211753955.5916,70201685.2011,N/A,N/A,-4.81,-0.08,-0.02,0.04,0,N/A,37500.1,0.000,N/A,N/A,N/A
1938,Ref 1,53447.219,1348,0,0.0,27.0,7.6762141,100.0-985.0,nan,FTMS + p NSI d Full ms2 472.2820@hcd27.00 [100.0000-985.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1128281,N/A,N/A,N/A,N/A,IT=80 ,7851.8696,N/A,472.2820,2,27.00,22.953,1.60,N/A,N/A,N/A,211753961.2780,70201688.9656,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,13675.0,0.000,N/A,N/A,N/A
1949,Ref 1,72167.289,1500,0,0.0,27.0,7.7168368,100.0-970.0,nan,FTMS + p NSI d Full ms2 465.2743@hcd27.00 [100.0000-970.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,401.2026022,N/A,N/A,N/A,N/A,IT=80 ,9261.4883,N/A,465.2743,2,27.00,22.612,1.60,N/A,N/A,N/A,211753961.1383,70201688.8811,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,14260.5,0.000,N/A,N/A,N/A
1953,Ref 1,125191.7,2264,0,0.0,27.0,7.7291326,100.0-785.0,nan,FTMS + p NSI d Full ms2 376.1677@hcd27.00 [100.0000-785.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.1021747,N/A,N/A,N/A,N/A,IT=80 ,14788.678,N/A,376.1677,2,27.00,18.282,1.60,N/A,N/A,N/A,211753960.0067,70201688.1281,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,19001.6,0.000,N/A,N/A,N/A
1996,Ref 1,24270.352,1012,0,0.0,27.0,7.8993919,100.0-995.0,nan,FTMS + p NSI d Full ms2 479.2907@hcd27.00 [100.0000-995.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.5978939,N/A,N/A,N/A,N/A,IT=80 ,4865.8462,N/A,479.2907,2,27.00,23.294,1.60,N/A,N/A,N/A,211753962.0611,70201689.4888,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,10393.8,0.000,N/A,N/A,N/A
2017,Ref 1,328417.12,2816,0,0.0,27.0,7.9804663,100.0-750.0,nan,FTMS + p NSI d Full ms2 358.7001@hcd27.00 [100.0000-750.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,359.0279397,N/A,N/A,N/A,N/A,IT=80 ,49751.977,N/A,358.7001,2,27.00,17.433,1.60,N/A,N/A,N/A,211753954.4963,70201684.4739,N/A,N/A,-4.81,-0.08,-0.02,0.04,0,N/A,42089.5,0.000,N/A,N/A,N/A
2028,Ref 1,83063.891,1600,0,0.0,27.0,8.0229452,100.0-875.0,nan,FTMS + p NSI d Full ms2 419.7299@hcd27.00 [100.0000-875.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,149.0233304,N/A,N/A,N/A,N/A,IT=80 ,26417.264,N/A,0.0000,2,27.00,20.399,1.60,N/A,N/A,N/A,211753960.5797,70201688.5087,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,16600.9,0.000,N/A,N/A,N/A
2037,Ref 1,193624.56,2092,0,0.0,27.0,8.0553012,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7136@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0713774,N/A,N/A,N/A,N/A,IT=80 ,49371.719,N/A,0.0000,2,27.00,20.155,1.60,N/A,N/A,N/A,211753957.9394,70201686.7596,N/A,N/A,-4.81,-0.08,-0.02,0.04,0,N/A,27663.4,0.000,N/A,N/A,N/A
2039,Ref 1,272151.19,2988,0,0.0,27.0,8.0595553,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7352@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,410.7342786,N/A,N/A,N/A,N/A,IT=80 ,32303.752,N/A,410.7352,2,27.00,19.962,1.60,N/A,N/A,N/A,211753957.0067,70201686.1314,N/A,N/A,-4.81,-0.08,-0.02,0.04,0,N/A,31571.1,0.000,N/A,N/A,N/A
2043,Ref 1,431408.94,3908,0,0.0,27.0,8.0717407,100.0-780.0,nan,FTMS + p NSI d Full ms2 373.2030@hcd27.00 [100.0000-780.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,357.0671139,N/A,N/A,N/A,N/A,IT=80 ,35019.504,N/A,373.2024,2,27.00,18.138,1.60,N/A,N/A,N/A,211753951.7688,70201682.6612,N/A,N/A,-4.81,-0.08,-0.03,0.04,0,N/A,53517.4,0.000,N/A,N/A,N/A
2070,Ref 1,269568.34,2804,0,0.0,27.0,8.1768983,100.0-780.0,nan,FTMS + p NSI d Full ms2 374.1850@hcd27.00 [100.0000-780.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.1023189,N/A,N/A,N/A,N/A,IT=80 ,29262.26,N/A,374.1850,2,27.00,18.185,1.60,N/A,N/A,N/A,211753956.0536,70201685.5033,N/A,N/A,-4.81,-0.08,-0.02,0.04,0,N/A,35564.5,0.000,N/A,N/A,N/A
2072,Ref 1,65512.516,1400,0,0.0,27.0,8.1810254,100.0-985.0,nan,FTMS + p NSI d Full ms2 472.2819@hcd27.00 [100.0000-985.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1127025,N/A,N/A,N/A,N/A,IT=80 ,11376.528,N/A,472.2819,2,27.00,22.953,1.60,N/A,N/A,N/A,211753961.2930,70201688.9844,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,13612.3,0.000,N/A,N/A,N/A
2083,Ref 1,59101.602,1312,0,0.0,27.0,8.2216584,100.0-970.0,nan,FTMS + p NSI d Full ms2 465.2739@hcd27.00 [100.0000-970.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.1019749,N/A,N/A,N/A,N/A,IT=80 ,7522.9126,N/A,465.2739,2,27.00,22.612,1.60,N/A,N/A,N/A,211753961.1706,70201688.8953,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,14125.0,0.000,N/A,N/A,N/A
2130,Ref 1,43107.422,1320,0,0.0,27.0,8.4075863,100.0-995.0,nan,FTMS + p NSI d Full ms2 479.2907@hcd27.00 [100.0000-995.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.57447,N/A,N/A,N/A,N/A,IT=80 ,6226.0522,N/A,479.2907,2,27.00,23.294,1.60,N/A,N/A,N/A,211753961.2149,70201688.9308,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,13939.5,0.000,N/A,N/A,N/A
2150,Ref 1,272277.78,2672,0,0.0,27.0,8.4847337,100.0-750.0,nan,FTMS + p NSI d Full ms2 358.6996@hcd27.00 [100.0000-750.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,359.0274504,N/A,N/A,N/A,N/A,IT=80 ,48000.875,N/A,358.6996,2,27.00,17.433,1.60,N/A,N/A,N/A,211753955.8662,70201685.3788,N/A,N/A,-4.81,-0.08,-0.02,0.04,0,N/A,36349.5,0.000,N/A,N/A,N/A
2169,Ref 1,158400.33,1904,0,0.0,27.0,8.5579937,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7137@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0714432,N/A,N/A,N/A,N/A,IT=80 ,37807.672,N/A,414.7137,2,27.00,20.155,1.60,N/A,N/A,N/A,211753958.3736,70201687.0422,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,25844.2,0.000,N/A,N/A,N/A
2171,Ref 1,240845.58,2988,0,0.0,27.0,8.5620791,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7352@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,175.1188344,N/A,N/A,N/A,N/A,IT=80 ,24897.73,N/A,410.7352,2,27.00,19.962,1.60,N/A,N/A,N/A,211753956.6730,70201685.9167,N/A,N/A,-4.81,-0.08,-0.02,0.04,0,N/A,32969.3,0.000,N/A,N/A,N/A
2176,Ref 1,470707.44,3800,0,0.0,27.0,8.5783894,100.0-780.0,nan,FTMS + p NSI d Full ms2 373.2032@hcd27.00 [100.0000-780.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,357.0681714,N/A,N/A,N/A,N/A,IT=80 ,41745.035,N/A,373.2023,2,27.00,18.138,1.60,N/A,N/A,N/A,211753950.3721,70201681.7439,N/A,N/A,-4.81,-0.08,-0.03,0.04,0,N/A,59369.2,0.000,N/A,N/A,N/A
2203,Ref 1,71341.438,1404,0,0.0,27.0,8.6838907,100.0-985.0,nan,FTMS + p NSI d Full ms2 472.2819@hcd27.00 [100.0000-985.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.112468,N/A,N/A,N/A,N/A,IT=80 ,13971.574,N/A,472.2819,2,27.00,22.953,1.60,N/A,N/A,N/A,211753960.2934,70201688.3202,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,13087.6,0.000,N/A,N/A,N/A
2214,Ref 1,69869.711,1360,0,0.0,27.0,8.7245092,100.0-970.0,nan,FTMS + p NSI d Full ms2 465.2743@hcd27.00 [100.0000-970.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1129306,N/A,N/A,N/A,N/A,IT=80 ,11553.668,N/A,465.2743,2,27.00,22.612,1.60,N/A,N/A,N/A,211753959.9521,70201688.0892,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,14517.3,0.000,N/A,N/A,N/A
2261,Ref 1,49250.762,1368,0,0.0,27.0,8.9113434,100.0-995.0,nan,FTMS + p NSI d Full ms2 479.2902@hcd27.00 [100.0000-995.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1121863,N/A,N/A,N/A,N/A,IT=80 ,7437.999,N/A,479.2902,2,27.00,23.294,1.60,N/A,N/A,N/A,211753961.3224,70201688.9977,N/A,N/A,-4.81,-0.08,0.00,0.04,0,N/A,8776.2,0.000,N/A,N/A,N/A
2281,Ref 1,272614.69,2612,0,0.0,27.0,8.9886095,100.0-750.0,nan,FTMS + p NSI d Full ms2 358.6999@hcd27.00 [100.0000-750.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,359.0277323,N/A,N/A,N/A,N/A,IT=80 ,45153.637,N/A,358.6999,2,27.00,17.433,1.60,N/A,N/A,N/A,211753954.8133,70201684.6830,N/A,N/A,-4.81,-0.08,-0.02,0.04,0,N/A,36048.4,0.000,N/A,N/A,N/A
2295,Ref 1,128098.28,1672,0,0.0,27.0,9.0414925,100.0-820.0,nan,FTMS + p NSI d Full ms2 393.7209@hcd27.00 [100.0000-820.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,149.0231346,N/A,N/A,N/A,N/A,IT=80 ,18907.598,N/A,393.7209,2,27.00,19.135,1.60,N/A,N/A,N/A,211753958.3102,70201686.9935,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,21396.8,0.000,N/A,N/A,N/A
2301,Ref 1,137498.12,1932,0,0.0,27.0,9.0619382,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7139@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0714524,N/A,N/A,N/A,N/A,IT=80 ,27931.91,N/A,414.7139,2,27.00,20.155,1.60,N/A,N/A,N/A,211753958.0709,70201686.8448,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,22399.5,0.000,N/A,N/A,N/A
2303,Ref 1,143644.62,2224,0,0.0,27.0,9.0663986,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7352@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,175.1185639,N/A,N/A,N/A,N/A,IT=80 ,21179.562,N/A,410.7352,2,27.00,19.962,1.60,N/A,N/A,N/A,211753957.8778,70201686.7184,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,23208.3,0.000,N/A,N/A,N/A
2308,Ref 1,420846.62,3520,0,0.0,27.0,9.0829777,100.0-780.0,nan,FTMS + p NSI d Full ms2 373.2029@hcd27.00 [100.0000-780.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,357.0669663,N/A,N/A,N/A,N/A,IT=80 ,37984.449,N/A,0.0000,2,27.00,18.138,1.60,N/A,N/A,N/A,211753951.3876,70201682.4030,N/A,N/A,-4.81,-0.08,-0.03,0.04,0,N/A,50401.6,0.000,N/A,N/A,N/A
2333,Ref 1,95845.547,1960,0,0.0,27.0,9.1809374,100.0-760.0,nan,FTMS + p NSI d Full ms2 363.1640@hcd27.00 [100.0000-760.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0758196,N/A,N/A,N/A,N/A,IT=80 ,11469.253,N/A,0.0000,2,27.00,17.650,1.60,N/A,N/A,N/A,211753958.9359,70201687.4194,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,18775.3,0.000,N/A,N/A,N/A
2335,Ref 1,105695.97,1544,0,0.0,27.0,9.1851083,100.0-985.0,nan,FTMS + p NSI d Full ms2 472.2823@hcd27.00 [100.0000-985.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1123963,N/A,N/A,N/A,N/A,IT=80 ,19868.316,N/A,472.2823,2,27.00,22.953,1.60,N/A,N/A,N/A,211753958.9162,70201687.3990,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,18857.8,0.000,N/A,N/A,N/A
2346,Ref 1,56827.398,1076,0,0.0,27.0,9.2260538,100.0-970.0,nan,FTMS + p NSI d Full ms2 465.2738@hcd27.00 [100.0000-970.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1127424,N/A,N/A,N/A,N/A,IT=80 ,11826.877,N/A,465.2738,2,27.00,22.612,1.60,N/A,N/A,N/A,211753959.9486,70201688.1019,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,14532.0,0.000,N/A,N/A,N/A
2393,Ref 1,29348.195,980,0,0.0,27.0,9.413113,100.0-995.0,nan,FTMS + p NSI d Full ms2 479.2902@hcd27.00 [100.0000-995.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.5901527,N/A,N/A,N/A,N/A,IT=80 ,6410.5552,N/A,479.2902,2,27.00,23.294,1.60,N/A,N/A,N/A,211753960.5532,70201688.4965,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,11998.8,0.000,N/A,N/A,N/A
2413,Ref 1,273899.72,2736,0,0.0,27.0,9.4904979,100.0-750.0,nan,FTMS + p NSI d Full ms2 358.7000@hcd27.00 [100.0000-750.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,359.0283373,N/A,N/A,N/A,N/A,IT=80 ,48142.645,N/A,358.7000,2,27.00,17.433,1.60,N/A,N/A,N/A,211753954.8927,70201684.7301,N/A,N/A,-4.81,-0.08,-0.02,0.04,0,N/A,35715.5,0.000,N/A,N/A,N/A
2427,Ref 1,145334.12,2116,0,0.0,27.0,9.5435975,100.0-820.0,nan,FTMS + p NSI d Full ms2 393.7213@hcd27.00 [100.0000-820.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,149.0228084,N/A,N/A,N/A,N/A,IT=80 ,15429.151,N/A,393.7213,2,27.00,19.135,1.60,N/A,N/A,N/A,211753957.7824,70201686.6486,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,23608.2,0.000,N/A,N/A,N/A
2433,Ref 1,134066.44,1772,0,0.0,27.0,9.5640286,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7140@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.071507,N/A,N/A,N/A,N/A,IT=80 ,29414.516,N/A,414.7140,2,27.00,20.155,1.60,N/A,N/A,N/A,211753958.3002,70201686.9902,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,21438.6,0.000,N/A,N/A,N/A
2435,Ref 1,121976.0,2000,0,0.0,27.0,9.5682078,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7351@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,175.1190758,N/A,N/A,N/A,N/A,IT=80 ,18202.258,N/A,410.7351,2,27.00,19.962,1.60,N/A,N/A,N/A,211753959.1417,70201687.5535,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,17912.8,0.000,N/A,N/A,N/A
2442,Ref 1,329085.59,3128,0,0.0,27.0,9.5929534,100.0-780.0,nan,FTMS + p NSI d Full ms2 373.2029@hcd27.00 [100.0000-780.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,287.0073517,N/A,N/A,N/A,N/A,IT=80 ,32943.395,N/A,373.2032,2,27.00,18.138,1.60,N/A,N/A,N/A,211753953.1183,70201683.5593,N/A,N/A,-4.81,-0.08,-0.02,0.04,0,N/A,43150.3,0.000,N/A,N/A,N/A
2466,Ref 1,109631.43,1772,0,0.0,27.0,9.686505,100.0-985.0,nan,FTMS + p NSI d Full ms2 472.2821@hcd27.00 [100.0000-985.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1127425,N/A,N/A,N/A,N/A,IT=80 ,21375.289,N/A,472.2821,2,27.00,22.953,1.60,N/A,N/A,N/A,211753957.7304,70201686.6244,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,19155.8,0.000,N/A,N/A,N/A
2477,Ref 1,72826.398,1504,0,0.0,27.0,9.72739,100.0-970.0,nan,FTMS + p NSI d Full ms2 465.2740@hcd27.00 [100.0000-970.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1128108,N/A,N/A,N/A,N/A,IT=80 ,11280.037,N/A,465.2740,2,27.00,22.612,1.60,N/A,N/A,N/A,211753958.5785,70201687.1795,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,15602.2,0.000,N/A,N/A,N/A
2513,Ref 1,84363.641,1824,0,0.0,27.0,9.8697099,100.0-760.0,nan,FTMS + p NSI d Full ms2 363.1644@hcd27.00 [100.0000-760.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0756162,N/A,N/A,N/A,N/A,IT=80 ,10186.451,N/A,0.0000,2,27.00,17.650,1.60,N/A,N/A,N/A,211753958.0753,70201686.8463,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,17710.6,0.000,N/A,N/A,N/A
2525,Ref 1,53208.75,1560,0,0.0,27.0,9.9146158,100.0-995.0,nan,FTMS + p NSI d Full ms2 479.2904@hcd27.00 [100.0000-995.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1126646,N/A,N/A,N/A,N/A,IT=80 ,6363.2812,N/A,479.2904,2,27.00,23.294,1.60,N/A,N/A,N/A,211753959.1424,70201687.5468,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,13239.3,0.000,N/A,N/A,N/A
2529,Ref 1,39718.125,1344,0,0.0,27.0,9.9270429,100.0-1015.0,nan,FTMS + p NSI d Full ms2 487.2330@hcd27.00 [100.0000-1015.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.5947115,N/A,N/A,N/A,N/A,IT=80 ,3760.1172,N/A,487.2330,2,27.00,23.680,1.60,N/A,N/A,N/A,211753959.8366,70201688.0127,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,10331.0,0.000,N/A,N/A,N/A
2546,Ref 1,292204.19,2592,0,0.0,27.0,9.9919674,100.0-750.0,nan,FTMS + p NSI d Full ms2 358.7001@hcd27.00 [100.0000-750.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,359.0277952,N/A,N/A,N/A,N/A,IT=80 ,51476.789,N/A,358.7001,2,27.00,17.433,1.60,N/A,N/A,N/A,211753953.3892,70201683.7358,N/A,N/A,-4.81,-0.08,-0.02,0.04,0,N/A,37344.6,0.000,N/A,N/A,N/A
2560,Ref 1,163377.81,2232,0,0.0,27.0,10.04484,100.0-820.0,nan,FTMS + p NSI d Full ms2 393.7212@hcd27.00 [100.0000-820.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.1022316,N/A,N/A,N/A,N/A,IT=80 ,18969.754,N/A,393.7212,2,27.00,19.135,1.60,N/A,N/A,N/A,211753956.0736,70201685.5134,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,26097.2,0.000,N/A,N/A,N/A
2568,Ref 1,64922.938,1608,0,0.0,27.0,10.073592,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7350@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,175.119062,N/A,N/A,N/A,N/A,IT=80 ,10211.015,N/A,410.7350,2,27.00,19.962,1.60,N/A,N/A,N/A,211753959.1962,70201687.5889,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,13014.0,0.000,N/A,N/A,N/A
2574,Ref 1,423801.66,3772,0,0.0,27.0,10.094138,100.0-780.0,nan,FTMS + p NSI d Full ms2 373.2029@hcd27.00 [100.0000-780.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,287.0071484,N/A,N/A,N/A,N/A,IT=80 ,34249.414,N/A,0.0000,2,27.00,18.138,1.60,N/A,N/A,N/A,211753949.2573,70201680.9963,N/A,N/A,-4.81,-0.08,-0.03,0.04,0,N/A,54656.8,0.000,N/A,N/A,N/A
2575,Ref 1,87020.742,1636,0,0.0,27.0,10.09624,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7139@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.071511,N/A,N/A,N/A,N/A,IT=80 ,18429.182,N/A,414.7139,2,27.00,20.155,1.60,N/A,N/A,N/A,211753959.1822,70201687.5773,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,13072.9,0.000,N/A,N/A,N/A
2599,Ref 1,126096.62,1972,0,0.0,27.0,10.189456,100.0-985.0,nan,FTMS + p NSI d Full ms2 472.2821@hcd27.00 [100.0000-985.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1125965,N/A,N/A,N/A,N/A,IT=80 ,20289.807,N/A,472.2821,2,27.00,22.953,1.60,N/A,N/A,N/A,211753957.0655,70201686.1751,N/A,N/A,-4.81,-0.08,-0.01,0.04,0,N/A,21941.5,0.000,N/A,N/A,N/A
