Scan Number,RAW File,Total Ion Current,Total Number of Peaks,Number of Channels,Frequency,Collision Energy,Retention Time (min),Mass Ranges,Precursor Intensity,Scan Description,AGC,Micro Scan Count,Ion Injection Time (ms),Elapsed Scan Time (sec),Activation Type,Mass Analyzer Type,Detector Type,Base Peak Mass,Average Scan by Inst,Orbitrap Resolution,API Process Delay,Dependency Type,Multi Inject Info,Base Peak Intensity,Master Scan Number,Monoisotopic M/Z,Charge State,HCD Energy,HCD Energy eV,MS2 Isolation Width,Access ID,Conversion Parameter I,Conversion Parameter A,Conversion Parameter B,Conversion Parameter C,Conversion Parameter D,Conversion Parameter E,Temperature Comp. (ppm),RF Comp. (ppm),Space Charge Comp. (ppm),Resolution Comp. (ppm),Number of LM Found,LM Correction (ppm),RawOvFtT,Injection t0,Reagent Ion Injection Time (ms),FAIMS Voltage On,FAIMS CV
12277,Ref 2,303330.19,3464,0,0.0,27.0,30.149618,100.0-1070.0,nan,FTMS + p NSI d Full ms2 514.2881@hcd27.00 [100.0000-1070.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,159.1125524,N/A,N/A,N/A,N/A,IT=80 ,22582.477,N/A,514.2882,2,27.00,24.994,1.60,N/A,N/A,N/A,211753911.7727,70201656.1454,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,37283.5,0.000,N/A,N/A,N/A
12278,Ref 2,659212.0,4568,0,0.0,27.0,30.151447,100.0-1105.0,nan,FTMS + p NSI d Full ms2 532.2933@hcd27.00 [100.0000-1105.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.1022041,N/A,N/A,N/A,N/A,IT=80 ,143033.78,N/A,532.2933,2,27.00,25.869,1.60,N/A,N/A,N/A,211753903.7087,70201650.7985,N/A,N/A,-4.91,-0.08,-0.04,0.04,0,N/A,71070.8,0.000,N/A,N/A,N/A
12279,Ref 2,190517.91,2476,0,0.0,27.0,30.153299,100.0-1525.0,nan,FTMS + p NSI d Full ms2 738.8641@hcd27.00 [100.0000-1525.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,173.0922599,N/A,N/A,N/A,N/A,IT=80 ,18084.393,N/A,738.8642,2,27.00,35.909,1.60,N/A,N/A,N/A,211753915.4598,70201658.5883,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,21835.1,0.000,N/A,N/A,N/A
12281,Ref 2,457171.62,3296,0,0.0,27.0,30.157003,100.0-835.0,nan,FTMS + p NSI d Full ms2 399.7236@hcd27.00 [100.0000-835.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0809355,N/A,N/A,N/A,N/A,IT=80 ,129717.11,N/A,399.7236,2,27.00,19.427,1.60,N/A,N/A,N/A,211753907.8523,70201653.5419,N/A,N/A,-4.91,-0.08,-0.03,0.04,0,N/A,53709.8,0.000,N/A,N/A,N/A
12282,Ref 2,94109.422,1888,0,0.0,27.0,30.158855,100.0-1505.0,nan,FTMS + p NSI d Full ms2 727.3961@hcd27.00 [100.0000-1505.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,641.3355072,N/A,N/A,N/A,N/A,IT=80 ,9717.3799,N/A,726.8951,2,27.00,35.351,1.60,N/A,N/A,N/A,211753916.9636,70201659.5792,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,15534.5,0.000,N/A,N/A,N/A
12283,Ref 2,881806.0,5324,0,0.0,27.0,30.160682,100.0-1290.0,nan,FTMS + p NSI d Full ms2 621.8263@hcd27.00 [100.0000-1290.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,186.0873157,N/A,N/A,N/A,N/A,IT=80 ,149803.73,N/A,621.8263,2,27.00,30.221,1.60,N/A,N/A,N/A,211753899.8064,70201648.2149,N/A,N/A,-4.91,-0.08,-0.05,0.04,0,N/A,87420.7,0.000,N/A,N/A,N/A
12284,Ref 2,369581.97,3780,0,0.0,27.0,30.162512,100.0-1295.0,nan,FTMS + p NSI d Full ms2 625.8414@hcd27.00 [100.0000-1295.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,216.0977436,N/A,N/A,N/A,N/A,IT=80 ,35889.262,N/A,625.8414,2,27.00,30.416,1.60,N/A,N/A,N/A,211753910.8941,70201655.5628,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,40964.9,0.000,N/A,N/A,N/A
12285,Ref 2,646984.94,5000,0,0.0,27.0,30.164324,100.0-835.0,nan,FTMS + p NSI d Full ms2 400.6953@hcd27.00 [100.0000-835.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0756651,N/A,N/A,N/A,N/A,IT=80 ,106677.62,N/A,400.6953,2,27.00,19.474,1.60,N/A,N/A,N/A,211753902.5536,70201650.0307,N/A,N/A,-4.91,-0.08,-0.04,0.04,0,N/A,75910.5,0.000,N/A,N/A,N/A
12286,Ref 2,196465.09,2552,0,0.0,27.0,30.166134,100.0-750.0,nan,FTMS + p NSI d Full ms2 357.2370@hcd27.00 [100.0000-750.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,157.1333676,N/A,N/A,N/A,N/A,IT=80 ,34768.02,N/A,357.2370,2,27.00,17.362,1.60,N/A,N/A,N/A,211753913.9827,70201657.6131,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,28024.1,0.000,N/A,N/A,N/A
12287,Ref 2,275008.16,2236,0,0.0,27.0,30.167947,100.0-785.0,nan,FTMS + p NSI d Full ms2 374.2239@hcd27.00 [100.0000-785.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0809229,N/A,N/A,N/A,N/A,IT=80 ,61459.5,N/A,374.2239,2,27.00,18.187,1.60,N/A,N/A,N/A,211753912.3519,70201656.5350,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,34856.8,0.000,N/A,N/A,N/A
12288,Ref 2,146184.98,1688,0,0.0,27.0,30.169799,100.0-1455.0,nan,FTMS + p NSI d Full ms2 703.8326@hcd27.00 [100.0000-1455.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,704.4467342,N/A,N/A,N/A,N/A,IT=80 ,39743.418,N/A,703.8326,2,27.00,34.206,1.60,N/A,N/A,N/A,211753915.5597,70201658.6595,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,21416.6,0.000,N/A,N/A,N/A
12289,Ref 2,128623.51,2036,0,0.0,27.0,30.171645,100.0-1520.0,nan,FTMS + p NSI d Full ms2 734.8174@hcd27.00 [100.0000-1520.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,734.4819774,N/A,N/A,N/A,N/A,IT=80 ,13342.657,N/A,734.3164,2,27.00,35.712,1.60,N/A,N/A,N/A,211753916.0191,70201658.9540,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,19491.8,0.000,N/A,N/A,N/A
12290,Ref 2,119402.38,1600,0,0.0,27.0,30.173505,100.0-3125.0,nan,FTMS + p NSI d Full ms2 1015.0995@hcd27.00 [100.0000-3125.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,127.0864376,N/A,N/A,N/A,N/A,IT=80 ,38481.328,N/A,1014.7655,3,27.00,46.593,1.60,N/A,N/A,N/A,211753917.1721,70201659.7246,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,14660.9,0.000,N/A,N/A,N/A
12292,Ref 2,103381.86,1912,0,0.0,27.0,30.178232,100.0-1605.0,nan,FTMS + p NSI d Full ms2 776.3464@hcd27.00 [100.0000-1605.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,185.0921878,N/A,N/A,N/A,N/A,IT=80 ,11069.391,N/A,775.8454,2,27.00,37.730,1.60,N/A,N/A,N/A,211753916.7606,70201659.4529,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,16384.9,0.000,N/A,N/A,N/A
12293,Ref 2,178343.0,2512,0,0.0,27.0,30.180045,100.0-810.0,nan,FTMS + p NSI d Full ms2 388.2393@hcd27.00 [100.0000-810.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0808767,N/A,N/A,N/A,N/A,IT=80 ,47300.805,N/A,388.2394,2,27.00,18.868,1.60,N/A,N/A,N/A,211753914.3628,70201657.8536,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,26431.4,0.000,N/A,N/A,N/A
12294,Ref 2,247023.05,3228,0,0.0,27.0,30.181874,100.0-1050.0,nan,FTMS + p NSI d Full ms2 505.3060@hcd27.00 [100.0000-1050.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,681.4260644,N/A,N/A,N/A,N/A,IT=80 ,24237.426,N/A,505.3060,2,27.00,24.558,1.60,N/A,N/A,N/A,211753912.9205,70201656.9004,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,32474.5,0.000,N/A,N/A,N/A
12295,Ref 2,453418.69,3200,0,0.0,27.0,30.183684,100.0-770.0,nan,FTMS + p NSI d Full ms2 367.7446@hcd27.00 [100.0000-770.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,185.1646899,N/A,N/A,N/A,N/A,IT=80 ,52610.289,N/A,367.7446,2,27.00,17.872,1.60,N/A,N/A,N/A,211753907.0366,70201653.0044,N/A,N/A,-4.91,-0.08,-0.03,0.04,0,N/A,57127.4,0.000,N/A,N/A,N/A
12296,Ref 2,265114.41,2692,0,0.0,27.0,30.185513,100.0-1180.0,nan,FTMS + p NSI d Full ms2 569.2848@hcd27.00 [100.0000-1180.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,157.1334924,N/A,N/A,N/A,N/A,IT=80 ,42382.988,N/A,569.2848,2,27.00,27.667,1.60,N/A,N/A,N/A,211753913.5045,70201657.2916,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,30027.5,0.000,N/A,N/A,N/A
12297,Ref 2,204734.52,2492,0,0.0,27.0,30.187342,100.0-1090.0,nan,FTMS + p NSI d Full ms2 525.8011@hcd27.00 [100.0000-1090.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,199.1805387,N/A,N/A,N/A,N/A,IT=80 ,40720.719,N/A,525.8011,2,27.00,25.554,1.60,N/A,N/A,N/A,211753914.2375,70201657.7773,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,26956.5,0.000,N/A,N/A,N/A
12298,Ref 2,297340.56,3852,0,0.0,27.0,30.189172,100.0-1580.0,nan,FTMS + p NSI d Full ms2 509.6230@hcd27.00 [100.0000-1580.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,274.1871805,N/A,N/A,N/A,N/A,IT=80 ,31080.191,N/A,509.6230,3,27.00,23.392,1.60,N/A,N/A,N/A,211753912.3479,70201656.5233,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,34873.5,0.000,N/A,N/A,N/A
12299,Ref 2,86532.0,1952,0,0.0,27.0,30.190999,100.0-1700.0,nan,FTMS + p NSI d Full ms2 549.6334@hcd27.00 [100.0000-1700.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,563.2805341,N/A,N/A,N/A,N/A,IT=80 ,6136.3442,N/A,549.6333,3,27.00,25.228,1.60,N/A,N/A,N/A,211753917.3295,70201659.8219,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,14001.4,0.000,N/A,N/A,N/A
12300,Ref 2,139454.73,2228,0,0.0,27.0,30.192811,100.0-985.0,nan,FTMS + p NSI d Full ms2 472.2438@hcd27.00 [100.0000-985.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0810261,N/A,N/A,N/A,N/A,IT=80 ,13191.251,N/A,472.2438,2,27.00,22.951,1.60,N/A,N/A,N/A,211753915.6611,70201658.7278,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,20991.7,0.000,N/A,N/A,N/A
12301,Ref 2,36094.234,1112,0,0.0,27.0,30.194663,100.0-1670.0,nan,FTMS + p NSI d Full ms2 809.4068@hcd27.00 [100.0000-1670.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,284.1971035,N/A,N/A,N/A,N/A,IT=80 ,6531.0464,N/A,809.4068,2,27.00,39.337,1.60,N/A,N/A,N/A,211753918.8453,70201660.8376,N/A,N/A,-4.91,-0.08,0.00,0.04,0,N/A,7650.3,0.000,N/A,N/A,N/A
12303,Ref 2,172163.28,2812,0,0.0,27.0,30.198363,100.0-955.0,nan,FTMS + p NSI d Full ms2 459.2687@hcd27.00 [100.0000-955.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0810446,N/A,N/A,N/A,N/A,IT=80 ,19200.26,N/A,0.0000,2,27.00,22.320,1.60,N/A,N/A,N/A,211753914.9414,70201658.2465,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,24007.2,0.000,N/A,N/A,N/A
12304,Ref 2,47524.656,1280,0,0.0,27.0,30.200209,100.0-2560.0,nan,FTMS + p NSI d Full ms2 829.3974@hcd27.00 [100.0000-2560.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.5770636,N/A,N/A,N/A,N/A,IT=80 ,6599.0054,N/A,0.0000,3,27.00,38.069,1.60,N/A,N/A,N/A,211753917.7328,70201660.0873,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,12311.3,0.000,N/A,N/A,N/A
12306,Ref 2,488380.06,3628,0,0.0,27.0,30.203899,100.0-1220.0,nan,FTMS + p NSI d Full ms2 588.2725@hcd27.00 [100.0000-1220.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.075634,N/A,N/A,N/A,N/A,IT=80 ,107145.16,N/A,588.2725,2,27.00,28.590,1.60,N/A,N/A,N/A,211753907.4266,70201653.2586,N/A,N/A,-4.91,-0.08,-0.03,0.04,0,N/A,55493.2,0.000,N/A,N/A,N/A
12307,Ref 2,515820.41,3704,0,0.0,27.0,30.205734,100.0-1395.0,nan,FTMS + p NSI d Full ms2 674.3735@hcd27.00 [100.0000-1395.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,185.1282964,N/A,N/A,N/A,N/A,IT=80 ,66811.25,N/A,674.3734,2,27.00,32.775,1.60,N/A,N/A,N/A,211753907.1837,70201653.1053,N/A,N/A,-4.91,-0.08,-0.03,0.04,0,N/A,56510.8,0.000,N/A,N/A,N/A
12308,Ref 2,975130.12,4980,0,0.0,27.0,30.20753,100.0-1015.0,nan,FTMS + p NSI d Full ms2 489.2693@hcd27.00 [100.0000-1015.0000],On,1,78.025,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0808946,N/A,N/A,N/A,N/A,IT=78 ,179920.28,N/A,489.2693,2,27.00,23.778,1.60,N/A,N/A,N/A,211753896.9909,70201646.3453,N/A,N/A,-4.91,-0.08,-0.06,0.04,0,N/A,99217.4,0.000,N/A,N/A,N/A
12309,Ref 2,915827.62,4636,0,0.0,27.0,30.208967,100.0-2045.0,nan,FTMS + p NSI d Full ms2 661.6299@hcd27.00 [100.0000-2045.0000],On,1,56.131,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0756307,N/A,N/A,N/A,N/A,IT=56 ,172554.09,N/A,661.2960,3,27.00,30.369,1.60,N/A,N/A,N/A,211753904.5983,70201651.3882,N/A,N/A,-4.91,-0.08,-0.04,0.04,0,N/A,67343.3,0.000,N/A,N/A,N/A
12310,Ref 2,1249451.0,5980,0,0.0,27.0,30.210596,100.0-1265.0,nan,FTMS + p NSI d Full ms2 611.8102@hcd27.00 [100.0000-1265.0000],On,1,68.097,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,232.1111511,N/A,N/A,N/A,N/A,IT=68 ,97270.352,N/A,611.8102,2,27.00,29.734,1.60,N/A,N/A,N/A,211753895.1483,70201645.1207,N/A,N/A,-4.91,-0.08,-0.06,0.04,0,N/A,106937.6,0.000,N/A,N/A,N/A
12311,Ref 2,220230.44,2840,0,0.0,27.0,30.212449,100.0-1490.0,nan,FTMS + p NSI d Full ms2 721.8876@hcd27.00 [100.0000-1490.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,373.207362,N/A,N/A,N/A,N/A,IT=80 ,28336.668,N/A,721.8876,2,27.00,35.084,1.60,N/A,N/A,N/A,211753913.9731,70201657.5961,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,28064.3,0.000,N/A,N/A,N/A
12312,Ref 2,478622.03,3540,0,0.0,27.0,30.214278,100.0-1790.0,nan,FTMS + p NSI d Full ms2 578.2866@hcd27.00 [100.0000-1790.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,171.1490012,N/A,N/A,N/A,N/A,IT=80 ,95892.57,N/A,577.9526,3,27.00,26.543,1.60,N/A,N/A,N/A,211753908.4162,70201653.9230,N/A,N/A,-4.91,-0.08,-0.03,0.04,0,N/A,51347.1,0.000,N/A,N/A,N/A
12313,Ref 2,636172.31,4356,0,0.0,27.0,30.216092,100.0-960.0,nan,FTMS + p NSI d Full ms2 461.7895@hcd27.00 [100.0000-960.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.1022053,N/A,N/A,N/A,N/A,IT=80 ,71693.227,N/A,461.7895,2,27.00,22.443,1.60,N/A,N/A,N/A,211753904.2157,70201651.1365,N/A,N/A,-4.91,-0.08,-0.04,0.04,0,N/A,68946.5,0.000,N/A,N/A,N/A
12314,Ref 2,350003.69,4172,0,0.0,27.0,30.217938,100.0-1310.0,nan,FTMS + p NSI d Full ms2 631.7813@hcd27.00 [100.0000-1310.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,173.1286211,N/A,N/A,N/A,N/A,IT=80 ,23012.41,N/A,631.7813,2,27.00,30.705,1.60,N/A,N/A,N/A,211753911.2933,70201655.8269,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,39292.1,0.000,N/A,N/A,N/A
12315,Ref 2,446647.19,3880,0,0.0,27.0,30.219769,100.0-1125.0,nan,FTMS + p NSI d Full ms2 543.3146@hcd27.00 [100.0000-1125.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,212.1028641,N/A,N/A,N/A,N/A,IT=80 ,25287.021,N/A,543.3146,2,27.00,26.405,1.60,N/A,N/A,N/A,211753908.8713,70201654.2195,N/A,N/A,-4.91,-0.08,-0.03,0.04,0,N/A,49439.9,0.000,N/A,N/A,N/A
12317,Ref 2,85562.406,1776,0,0.0,27.0,30.223471,100.0-1570.0,nan,FTMS + p NSI d Full ms2 759.8773@hcd27.00 [100.0000-1570.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.5834628,N/A,N/A,N/A,N/A,IT=80 ,11942.881,N/A,759.8773,2,27.00,36.930,1.60,N/A,N/A,N/A,211753917.7526,70201660.1182,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,12228.5,0.000,N/A,N/A,N/A
12318,Ref 2,66812.367,1604,0,0.0,27.0,30.225317,100.0-2620.0,nan,FTMS + p NSI d Full ms2 849.7157@hcd27.00 [100.0000-2620.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.5670402,N/A,N/A,N/A,N/A,IT=80 ,7470.7056,N/A,849.3817,3,27.00,39.002,1.60,N/A,N/A,N/A,211753917.8997,70201660.2016,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,11612.4,0.000,N/A,N/A,N/A
12319,Ref 2,1126767.6,5160,0,0.0,27.0,30.227069,100.0-1355.0,nan,FTMS + p NSI d Full ms2 655.8437@hcd27.00 [100.0000-1355.0000],On,1,75.382,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,187.1439653,N/A,N/A,N/A,N/A,IT=75 ,263646.31,N/A,655.8437,2,27.00,31.874,1.60,N/A,N/A,N/A,211753896.1730,70201645.7967,N/A,N/A,-4.91,-0.08,-0.06,0.04,0,N/A,102644.5,0.000,N/A,N/A,N/A
12320,Ref 2,655947.81,4788,0,0.0,27.0,30.22888,100.0-895.0,nan,FTMS + p NSI d Full ms2 428.2506@hcd27.00 [100.0000-895.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,183.1491306,N/A,N/A,N/A,N/A,IT=80 ,93126.273,N/A,428.2506,2,27.00,20.813,1.60,N/A,N/A,N/A,211753903.2083,70201650.4697,N/A,N/A,-4.91,-0.08,-0.04,0.04,0,N/A,73167.5,0.000,N/A,N/A,N/A
12321,Ref 2,653600.62,4708,0,0.0,27.0,30.230692,100.0-940.0,nan,FTMS + p NSI d Full ms2 450.7633@hcd27.00 [100.0000-940.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,215.1389102,N/A,N/A,N/A,N/A,IT=80 ,61193.523,N/A,450.7633,2,27.00,21.907,1.60,N/A,N/A,N/A,211753903.0971,70201650.3877,N/A,N/A,-4.91,-0.08,-0.04,0.04,0,N/A,73633.4,0.000,N/A,N/A,N/A
12322,Ref 2,561366.81,3640,0,0.0,27.0,30.232505,100.0-1360.0,nan,FTMS + p NSI d Full ms2 437.2334@hcd27.00 [100.0000-1360.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,143.117868,N/A,N/A,N/A,N/A,IT=80 ,105331.85,N/A,437.2334,3,27.00,20.069,1.60,N/A,N/A,N/A,211753905.5798,70201652.0395,N/A,N/A,-4.91,-0.08,-0.04,0.04,0,N/A,63231.1,0.000,N/A,N/A,N/A
12323,Ref 2,587676.5,5564,0,0.0,27.0,30.234315,100.0-1470.0,nan,FTMS + p NSI d Full ms2 473.9143@hcd27.00 [100.0000-1470.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1125731,N/A,N/A,N/A,N/A,IT=80 ,36604.695,N/A,473.9143,3,27.00,21.753,1.60,N/A,N/A,N/A,211753904.9346,70201651.6072,N/A,N/A,-4.91,-0.08,-0.04,0.04,0,N/A,65934.2,0.000,N/A,N/A,N/A
12324,Ref 2,309444.03,3516,0,0.0,27.0,30.236128,100.0-1290.0,nan,FTMS + p NSI d Full ms2 415.2254@hcd27.00 [100.0000-1290.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,393.2239107,N/A,N/A,N/A,N/A,IT=80 ,40413.34,N/A,415.2254,3,27.00,19.059,1.60,N/A,N/A,N/A,211753911.2453,70201655.7937,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,39493.2,0.000,N/A,N/A,N/A
12325,Ref 2,389030.91,3364,0,0.0,27.0,30.237948,100.0-2845.0,nan,FTMS + p NSI d Full ms2 553.2602@hcd27.00 [100.0000-2845.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.1022578,N/A,N/A,N/A,N/A,IT=80 ,41412.047,N/A,552.8594,5,27.00,22.407,1.60,N/A,N/A,N/A,211753909.1034,70201654.3797,N/A,N/A,-4.91,-0.08,-0.03,0.04,0,N/A,48467.7,0.000,N/A,N/A,N/A
12326,Ref 2,139197.69,2004,0,0.0,27.0,30.2398,100.0-1470.0,nan,FTMS + p NSI d Full ms2 710.3710@hcd27.00 [100.0000-1470.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,185.1649623,N/A,N/A,N/A,N/A,IT=80 ,22426.914,N/A,709.8700,2,27.00,34.524,1.60,N/A,N/A,N/A,211753915.8143,70201658.8272,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,20349.6,0.000,N/A,N/A,N/A
12328,Ref 2,285568.97,3144,0,0.0,27.0,30.243505,100.0-1345.0,nan,FTMS + p NSI d Full ms2 650.8219@hcd27.00 [100.0000-1345.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,297.1186353,N/A,N/A,N/A,N/A,IT=80 ,23522.744,N/A,650.3209,2,27.00,31.630,1.60,N/A,N/A,N/A,211753912.2208,70201656.4430,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,35406.3,0.000,N/A,N/A,N/A
12329,Ref 2,330245.75,3912,0,0.0,27.0,30.245317,100.0-1315.0,nan,FTMS + p NSI d Full ms2 422.5522@hcd27.00 [100.0000-1315.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.1021273,N/A,N/A,N/A,N/A,IT=80 ,36515.441,N/A,422.5522,3,27.00,19.395,1.60,N/A,N/A,N/A,211753910.9061,70201655.5702,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,40914.7,0.000,N/A,N/A,N/A
12330,Ref 2,366830.0,3912,0,0.0,27.0,30.247144,100.0-1010.0,nan,FTMS + p NSI d Full ms2 486.7899@hcd27.00 [100.0000-1010.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,234.1447788,N/A,N/A,N/A,N/A,IT=80 ,21203.877,N/A,486.7899,2,27.00,23.658,1.60,N/A,N/A,N/A,211753910.0239,70201654.9796,N/A,N/A,-4.91,-0.08,-0.03,0.04,0,N/A,44611.1,0.000,N/A,N/A,N/A
12331,Ref 2,572633.62,3988,0,0.0,27.0,30.248973,100.0-1165.0,nan,FTMS + p NSI d Full ms2 562.2876@hcd27.00 [100.0000-1165.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0756645,N/A,N/A,N/A,N/A,IT=80 ,82389.805,N/A,562.2876,2,27.00,27.327,1.60,N/A,N/A,N/A,211753905.9016,70201652.2537,N/A,N/A,-4.91,-0.08,-0.03,0.04,0,N/A,61882.9,0.000,N/A,N/A,N/A
12332,Ref 2,584108.88,4720,0,0.0,27.0,30.250786,100.0-870.0,nan,FTMS + p NSI d Full ms2 417.7577@hcd27.00 [100.0000-870.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.080944,N/A,N/A,N/A,N/A,IT=80 ,107331.55,N/A,417.7577,2,27.00,20.303,1.60,N/A,N/A,N/A,211753905.0967,70201651.7129,N/A,N/A,-4.91,-0.08,-0.04,0.04,0,N/A,65255.0,0.000,N/A,N/A,N/A
12333,Ref 2,185795.33,2644,0,0.0,27.0,30.25263,100.0-1005.0,nan,FTMS + p NSI d Full ms2 482.7773@hcd27.00 [100.0000-1005.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,187.1440222,N/A,N/A,N/A,N/A,IT=80 ,21272.203,N/A,482.7773,2,27.00,23.463,1.60,N/A,N/A,N/A,211753914.7916,70201658.1413,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,24635.0,0.000,N/A,N/A,N/A
