Scan Number,RAW File,Total Ion Current,Total Number of Peaks,Number of Channels,Frequency,Collision Energy,Retention Time (s),Mass Ranges,Precursor Intensity,Scan Description,AGC,Micro Scan Count,Ion Injection Time (ms),Elapsed Scan Time (sec),Activation Type,Mass Analyzer Type,Detector Type,Base Peak Mass,Average Scan by Inst,Orbitrap Resolution,API Process Delay,Dependency Type,Multi Inject Info,Base Peak Intensity,Master Scan Number,Monoisotopic M/Z,Charge State,HCD Energy,HCD Energy eV,MS2 Isolation Width,Access ID,Conversion Parameter I,Conversion Parameter A,Conversion Parameter B,Conversion Parameter C,Conversion Parameter D,Conversion Parameter E,Temperature Comp. (ppm),RF Comp. (ppm),Space Charge Comp. (ppm),Resolution Comp. (ppm),Number of LM Found,LM Correction (ppm),RawOvFtT,Injection t0,Reagent Ion Injection Time (ms),FAIMS Voltage On,FAIMS CV
18983,UP 2,13919.719,748,0,0.0,27.0,43.796064,100.0-1355.0,nan,FTMS + p NSI d Full ms2 436.5364@hcd27.00 [100.0000-1355.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6936207,N/A,N/A,N/A,N/A,IT=80 ,6446.4927,N/A,436.5364,3,27.00,20.037,1.60,N/A,N/A,N/A,211753761.0971,76394388.0317,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,11039.0,0.000,N/A,N/A,N/A
18984,UP 2,20130.375,904,0,0.0,27.0,43.797916,100.0-1555.0,nan,FTMS + p NSI d Full ms2 752.3961@hcd27.00 [100.0000-1555.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.710027,N/A,N/A,N/A,N/A,IT=80 ,7018.8149,N/A,752.3960,2,27.00,36.566,1.60,N/A,N/A,N/A,211753761.7260,76394388.4805,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,8784.3,0.000,N/A,N/A,N/A
18985,UP 2,24219.758,1044,0,0.0,27.0,43.799727,100.0-1415.0,nan,FTMS + p NSI d Full ms2 456.5663@hcd27.00 [100.0000-1415.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6968148,N/A,N/A,N/A,N/A,IT=80 ,3973.7556,N/A,456.5663,3,27.00,20.956,1.60,N/A,N/A,N/A,211753762.1051,76394388.7560,N/A,N/A,-2.54,-0.08,0.00,-0.01,0,N/A,7424.9,0.000,N/A,N/A,N/A
18986,UP 2,10527.367,752,0,0.0,27.0,43.801556,100.0-985.0,nan,FTMS + p NSI d Full ms2 474.2820@hcd27.00 [100.0000-985.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7245239,N/A,N/A,N/A,N/A,IT=80 ,4651.6729,N/A,474.2820,2,27.00,23.050,1.60,N/A,N/A,N/A,211753762.0380,76394388.7110,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,7665.2,0.000,N/A,N/A,N/A
18988,UP 2,24981.344,900,0,0.0,27.0,43.805431,100.0-1500.0,nan,FTMS + p NSI d Full ms2 725.8555@hcd27.00 [100.0000-1500.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7025385,N/A,N/A,N/A,N/A,IT=80 ,12743.501,N/A,725.8555,2,27.00,35.277,1.60,N/A,N/A,N/A,211753761.5143,76394388.3383,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,9543.3,0.000,N/A,N/A,N/A
18989,UP 2,16022.648,804,0,0.0,27.0,43.807274,100.0-2825.0,nan,FTMS + p NSI d Full ms2 916.7744@hcd27.00 [100.0000-2825.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7148712,N/A,N/A,N/A,N/A,IT=80 ,7166.6553,N/A,0.0000,3,27.00,42.080,1.60,N/A,N/A,N/A,211753762.6840,76394389.1729,N/A,N/A,-2.54,-0.08,0.00,-0.01,0,N/A,5348.9,0.000,N/A,N/A,N/A
18991,UP 2,42357.938,1152,0,0.0,27.0,43.811133,100.0-1300.0,nan,FTMS + p NSI d Full ms2 628.8467@hcd27.00 [100.0000-1300.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,200.1389724,N/A,N/A,N/A,N/A,IT=80 ,13080.303,N/A,628.8467,2,27.00,30.562,1.60,N/A,N/A,N/A,211753760.9481,76394387.9260,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,11573.3,0.000,N/A,N/A,N/A
18992,UP 2,24401.57,952,0,0.0,27.0,43.81297,100.0-1395.0,nan,FTMS + p NSI d Full ms2 674.3390@hcd27.00 [100.0000-1395.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7173912,N/A,N/A,N/A,N/A,IT=80 ,11479.99,N/A,674.3390,2,27.00,32.773,1.60,N/A,N/A,N/A,211753761.9763,76394388.6575,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,7886.7,0.000,N/A,N/A,N/A
18993,UP 2,19579.133,848,0,0.0,27.0,43.814816,100.0-1535.0,nan,FTMS + p NSI d Full ms2 743.8496@hcd27.00 [100.0000-1535.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6986561,N/A,N/A,N/A,N/A,IT=80 ,8798.374,N/A,743.8496,2,27.00,36.151,1.60,N/A,N/A,N/A,211753762.2002,76394388.8285,N/A,N/A,-2.54,-0.08,0.00,-0.01,0,N/A,7083.7,0.000,N/A,N/A,N/A
18994,UP 2,23912.242,856,0,0.0,27.0,43.816664,100.0-1525.0,nan,FTMS + p NSI d Full ms2 737.3935@hcd27.00 [100.0000-1525.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7121231,N/A,N/A,N/A,N/A,IT=80 ,12777.975,N/A,737.3935,2,27.00,35.837,1.60,N/A,N/A,N/A,211753761.5292,76394388.3437,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,9489.7,0.000,N/A,N/A,N/A
18995,UP 2,32755.805,1056,0,0.0,27.0,43.818524,100.0-2565.0,nan,FTMS + p NSI d Full ms2 831.0871@hcd27.00 [100.0000-2565.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7132941,N/A,N/A,N/A,N/A,IT=80 ,9271.1816,N/A,830.7531,3,27.00,38.147,1.60,N/A,N/A,N/A,211753761.2408,76394388.1286,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,10524.0,0.000,N/A,N/A,N/A
18996,UP 2,22124.328,944,0,0.0,27.0,43.820354,100.0-1320.0,nan,FTMS + p NSI d Full ms2 638.3610@hcd27.00 [100.0000-1320.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6989351,N/A,N/A,N/A,N/A,IT=80 ,6137.5244,N/A,638.3611,2,27.00,31.024,1.60,N/A,N/A,N/A,211753760.7300,76394387.7606,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,12355.4,0.000,N/A,N/A,N/A
18997,UP 2,24582.453,964,0,0.0,27.0,43.822183,100.0-1065.0,nan,FTMS + p NSI d Full ms2 513.3161@hcd27.00 [100.0000-1065.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7044081,N/A,N/A,N/A,N/A,IT=80 ,8294.4746,N/A,513.3161,2,27.00,24.947,1.60,N/A,N/A,N/A,211753761.8795,76394388.5983,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,8233.8,0.000,N/A,N/A,N/A
18998,UP 2,28414.766,1088,0,0.0,27.0,43.824012,100.0-1735.0,nan,FTMS + p NSI d Full ms2 559.6758@hcd27.00 [100.0000-1735.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7346931,N/A,N/A,N/A,N/A,IT=80 ,5151.3921,N/A,559.3418,3,27.00,25.689,1.60,N/A,N/A,N/A,211753761.5759,76394388.3744,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,9322.4,0.000,N/A,N/A,N/A
18999,UP 2,21717.367,852,0,0.0,27.0,43.825868,100.0-1505.0,nan,FTMS + p NSI d Full ms2 729.4231@hcd27.00 [100.0000-1505.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7308615,N/A,N/A,N/A,N/A,IT=80 ,7969.7578,N/A,728.9221,2,27.00,35.450,1.60,N/A,N/A,N/A,211753761.6631,76394388.4371,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,9009.5,0.000,N/A,N/A,N/A
19000,UP 2,23343.703,948,0,0.0,27.0,43.827731,100.0-1860.0,nan,FTMS + p NSI d Full ms2 903.4350@hcd27.00 [100.0000-1860.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7153578,N/A,N/A,N/A,N/A,IT=80 ,6191.8105,N/A,903.4350,2,27.00,43.907,1.60,N/A,N/A,N/A,211753761.8057,76394388.5405,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,8498.3,0.000,N/A,N/A,N/A
19002,UP 2,36390.844,1248,0,0.0,27.0,43.831576,100.0-1325.0,nan,FTMS + p NSI d Full ms2 641.3400@hcd27.00 [100.0000-1325.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7106976,N/A,N/A,N/A,N/A,IT=80 ,6801.0601,N/A,641.3400,2,27.00,31.169,1.60,N/A,N/A,N/A,211753761.1829,76394388.0939,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,10731.4,0.000,N/A,N/A,N/A
19003,UP 2,24315.062,1088,0,0.0,27.0,43.833389,100.0-1270.0,nan,FTMS + p NSI d Full ms2 407.8857@hcd27.00 [100.0000-1270.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.695693,N/A,N/A,N/A,N/A,IT=80 ,3592.2781,N/A,407.8857,3,27.00,18.722,1.60,N/A,N/A,N/A,211753761.7012,76394388.4612,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,8873.0,0.000,N/A,N/A,N/A
19005,UP 2,44540.875,1180,0,0.0,27.0,43.837247,100.0-1810.0,nan,FTMS + p NSI d Full ms2 877.8982@hcd27.00 [100.0000-1810.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7193601,N/A,N/A,N/A,N/A,IT=80 ,8638.9033,N/A,877.8982,2,27.00,42.666,1.60,N/A,N/A,N/A,211753760.8272,76394387.8304,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,12006.7,0.000,N/A,N/A,N/A
19006,UP 2,31664.047,1060,0,0.0,27.0,43.839076,100.0-1265.0,nan,FTMS + p NSI d Full ms2 609.8240@hcd27.00 [100.0000-1265.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7055322,N/A,N/A,N/A,N/A,IT=80 ,9548.8496,N/A,609.8240,2,27.00,29.637,1.60,N/A,N/A,N/A,211753761.2764,76394388.1623,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,10396.2,0.000,N/A,N/A,N/A
19007,UP 2,18593.25,896,0,0.0,27.0,43.840912,100.0-1340.0,nan,FTMS + p NSI d Full ms2 647.8030@hcd27.00 [100.0000-1340.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.722638,N/A,N/A,N/A,N/A,IT=80 ,6192.6528,N/A,647.8030,2,27.00,31.483,1.60,N/A,N/A,N/A,211753761.8505,76394388.5774,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,8337.8,0.000,N/A,N/A,N/A
19008,UP 2,32832.562,1240,0,0.0,27.0,43.842739,100.0-1005.0,nan,FTMS + p NSI d Full ms2 484.2720@hcd27.00 [100.0000-1005.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,210.2114234,N/A,N/A,N/A,N/A,IT=80 ,3951.2632,N/A,484.2720,2,27.00,23.536,1.60,N/A,N/A,N/A,211753761.4950,76394388.3209,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,9612.3,0.000,N/A,N/A,N/A
19009,UP 2,28415.188,1056,0,0.0,27.0,43.844568,100.0-1995.0,nan,FTMS + p NSI d Full ms2 644.6699@hcd27.00 [100.0000-1995.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7234117,N/A,N/A,N/A,N/A,IT=80 ,5980.0981,N/A,644.3359,3,27.00,29.590,1.60,N/A,N/A,N/A,211753761.6916,76394388.4612,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,8907.5,0.000,N/A,N/A,N/A
19010,UP 2,24787.75,992,0,0.0,27.0,43.84638,100.0-1490.0,nan,FTMS + p NSI d Full ms2 480.2850@hcd27.00 [100.0000-1490.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7030408,N/A,N/A,N/A,N/A,IT=80 ,9919.0459,N/A,480.2850,3,27.00,22.045,1.60,N/A,N/A,N/A,211753761.5618,76394388.3623,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,9373.0,0.000,N/A,N/A,N/A
19011,UP 2,14726.281,760,0,0.0,27.0,43.84823,100.0-1605.0,nan,FTMS + p NSI d Full ms2 776.9441@hcd27.00 [100.0000-1605.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7014639,N/A,N/A,N/A,N/A,IT=80 ,7208.1572,N/A,776.4431,2,27.00,37.759,1.60,N/A,N/A,N/A,211753761.2484,76394388.1383,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,10496.6,0.000,N/A,N/A,N/A
19012,UP 2,22958.117,1000,0,0.0,27.0,43.85006,100.0-1095.0,nan,FTMS + p NSI d Full ms2 527.8351@hcd27.00 [100.0000-1095.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6987895,N/A,N/A,N/A,N/A,IT=80 ,6501.2002,N/A,527.8351,2,27.00,25.653,1.60,N/A,N/A,N/A,211753761.8750,76394388.5967,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,8250.0,0.000,N/A,N/A,N/A
19013,UP 2,14120.047,852,0,0.0,27.0,43.851889,100.0-1195.0,nan,FTMS + p NSI d Full ms2 575.8232@hcd27.00 [100.0000-1195.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7008404,N/A,N/A,N/A,N/A,IT=80 ,3614.4287,N/A,575.8232,2,27.00,27.985,1.60,N/A,N/A,N/A,211753761.8607,76394388.5811,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,8301.2,0.000,N/A,N/A,N/A
19014,UP 2,12291.844,760,0,0.0,27.0,43.853701,100.0-885.0,nan,FTMS + p NSI d Full ms2 425.2450@hcd27.00 [100.0000-885.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7102297,N/A,N/A,N/A,N/A,IT=80 ,5509.9214,N/A,425.2450,2,27.00,20.667,1.60,N/A,N/A,N/A,211753762.0992,76394388.7504,N/A,N/A,-2.54,-0.08,0.00,-0.01,0,N/A,7446.1,0.000,N/A,N/A,N/A
19016,UP 2,29148.656,1048,0,0.0,27.0,43.857593,100.0-1440.0,nan,FTMS + p NSI d Full ms2 697.3689@hcd27.00 [100.0000-1440.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7053895,N/A,N/A,N/A,N/A,IT=80 ,10767.131,N/A,697.3689,2,27.00,33.892,1.60,N/A,N/A,N/A,211753760.3207,76394387.4673,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,13822.9,0.000,N/A,N/A,N/A
19017,UP 2,19332.094,944,0,0.0,27.0,43.859439,100.0-2230.0,nan,FTMS + p NSI d Full ms2 722.0381@hcd27.00 [100.0000-2230.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7044142,N/A,N/A,N/A,N/A,IT=80 ,3871.3303,N/A,721.7041,3,27.00,33.142,1.60,N/A,N/A,N/A,211753762.2446,76394388.8549,N/A,N/A,-2.54,-0.08,0.00,-0.01,0,N/A,6924.6,0.000,N/A,N/A,N/A
19019,UP 2,23440.75,1004,0,0.0,27.0,43.863335,100.0-1065.0,nan,FTMS + p NSI d Full ms2 513.2694@hcd27.00 [100.0000-1065.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0810176,N/A,N/A,N/A,N/A,IT=80 ,5907.5151,N/A,513.2694,2,27.00,24.945,1.60,N/A,N/A,N/A,211753761.6246,76394388.4127,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,9147.8,0.000,N/A,N/A,N/A
19020,UP 2,24285.023,912,0,0.0,27.0,43.865164,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.2523@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7205171,N/A,N/A,N/A,N/A,IT=80 ,10108.679,N/A,410.2523,2,27.00,19.938,1.60,N/A,N/A,N/A,211753762.0686,76394388.7324,N/A,N/A,-2.54,-0.08,0.00,-0.01,0,N/A,7555.6,0.000,N/A,N/A,N/A
19021,UP 2,23736.805,952,0,0.0,27.0,43.867016,100.0-1560.0,nan,FTMS + p NSI d Full ms2 754.9379@hcd27.00 [100.0000-1560.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7174636,N/A,N/A,N/A,N/A,IT=80 ,7722.4526,N/A,754.9379,2,27.00,36.690,1.60,N/A,N/A,N/A,211753761.7312,76394388.4859,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,8765.3,0.000,N/A,N/A,N/A
19022,UP 2,25071.68,948,0,0.0,27.0,43.868828,100.0-960.0,nan,FTMS + p NSI d Full ms2 460.2661@hcd27.00 [100.0000-960.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7109243,N/A,N/A,N/A,N/A,IT=80 ,12161.944,N/A,460.2661,2,27.00,22.369,1.60,N/A,N/A,N/A,211753760.5325,76394387.6304,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,13063.4,0.000,N/A,N/A,N/A
19023,UP 2,12013.125,752,0,0.0,27.0,43.870693,100.0-1850.0,nan,FTMS + p NSI d Full ms2 896.9396@hcd27.00 [100.0000-1850.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,210.9757717,N/A,N/A,N/A,N/A,IT=80 ,3801.6602,N/A,896.9396,2,27.00,43.591,1.60,N/A,N/A,N/A,211753761.7521,76394388.5073,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,8690.4,0.000,N/A,N/A,N/A
19024,UP 2,25808.531,1040,0,0.0,27.0,43.872522,100.0-1045.0,nan,FTMS + p NSI d Full ms2 501.7838@hcd27.00 [100.0000-1045.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7020992,N/A,N/A,N/A,N/A,IT=80 ,10008.708,N/A,501.7838,2,27.00,24.387,1.60,N/A,N/A,N/A,211753761.6280,76394388.4070,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,9135.5,0.000,N/A,N/A,N/A
19025,UP 2,30105.516,996,0,0.0,27.0,43.874368,100.0-1705.0,nan,FTMS + p NSI d Full ms2 827.4593@hcd27.00 [100.0000-1705.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7209639,N/A,N/A,N/A,N/A,IT=80 ,11138.313,N/A,826.9583,2,27.00,40.215,1.60,N/A,N/A,N/A,211753761.3922,76394388.2422,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,9980.9,0.000,N/A,N/A,N/A
19026,UP 2,30138.672,1052,0,0.0,27.0,43.876214,100.0-1620.0,nan,FTMS + p NSI d Full ms2 785.4240@hcd27.00 [100.0000-1620.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7275691,N/A,N/A,N/A,N/A,IT=80 ,6435.4858,N/A,785.4240,2,27.00,38.172,1.60,N/A,N/A,N/A,211753761.6227,76394388.4155,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,9154.6,0.000,N/A,N/A,N/A
19027,UP 2,24407.578,996,0,0.0,27.0,43.878043,100.0-1170.0,nan,FTMS + p NSI d Full ms2 563.8459@hcd27.00 [100.0000-1170.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7066269,N/A,N/A,N/A,N/A,IT=80 ,6215.1772,N/A,563.8459,2,27.00,27.403,1.60,N/A,N/A,N/A,211753761.3263,76394388.1976,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,10217.4,0.000,N/A,N/A,N/A
19028,UP 2,22506.484,1084,0,0.0,27.0,43.879864,100.0-1345.0,nan,FTMS + p NSI d Full ms2 432.2167@hcd27.00 [100.0000-1345.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6985721,N/A,N/A,N/A,N/A,IT=80 ,3675.2686,N/A,432.2167,3,27.00,19.839,1.60,N/A,N/A,N/A,211753761.4706,76394388.2948,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,9699.9,0.000,N/A,N/A,N/A
19030,UP 2,22046.023,988,0,0.0,27.0,43.883797,100.0-1055.0,nan,FTMS + p NSI d Full ms2 507.7448@hcd27.00 [100.0000-1055.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.735745,N/A,N/A,N/A,N/A,IT=80 ,4091.5579,N/A,507.7447,2,27.00,24.676,1.60,N/A,N/A,N/A,211753761.8604,76394388.5845,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,8302.2,0.000,N/A,N/A,N/A
19031,UP 2,34130.652,1284,0,0.0,27.0,43.885626,100.0-1770.0,nan,FTMS + p NSI d Full ms2 571.6002@hcd27.00 [100.0000-1770.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6991052,N/A,N/A,N/A,N/A,IT=80 ,4993.6699,N/A,571.6001,3,27.00,26.236,1.60,N/A,N/A,N/A,211753762.0407,76394388.7154,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,7655.6,0.000,N/A,N/A,N/A
19033,UP 2,23765.656,960,0,0.0,27.0,43.889547,100.0-1070.0,nan,FTMS + p NSI d Full ms2 515.2906@hcd27.00 [100.0000-1070.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7162812,N/A,N/A,N/A,N/A,IT=80 ,6904.7173,N/A,515.2911,2,27.00,25.043,1.60,N/A,N/A,N/A,211753761.9548,76394388.6532,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,7963.8,0.000,N/A,N/A,N/A
19034,UP 2,25568.375,1040,0,0.0,27.0,43.891376,100.0-990.0,nan,FTMS + p NSI d Full ms2 475.2536@hcd27.00 [100.0000-990.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6979317,N/A,N/A,N/A,N/A,IT=80 ,5882.9248,N/A,475.2536,2,27.00,23.097,1.60,N/A,N/A,N/A,211753761.5521,76394388.3693,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,9407.6,0.000,N/A,N/A,N/A
19035,UP 2,27075.797,996,0,0.0,27.0,43.893222,100.0-1345.0,nan,FTMS + p NSI d Full ms2 650.3502@hcd27.00 [100.0000-1345.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7318527,N/A,N/A,N/A,N/A,IT=80 ,7635.9209,N/A,650.3502,2,27.00,31.607,1.60,N/A,N/A,N/A,211753761.3942,76394388.2499,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,9973.7,0.000,N/A,N/A,N/A
19036,UP 2,21292.281,852,0,0.0,27.0,43.895084,100.0-1960.0,nan,FTMS + p NSI d Full ms2 950.9085@hcd27.00 [100.0000-1960.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7208685,N/A,N/A,N/A,N/A,IT=80 ,10515.983,N/A,950.9085,2,27.00,46.214,1.60,N/A,N/A,N/A,211753762.1143,76394388.7662,N/A,N/A,-2.54,-0.08,0.00,-0.01,0,N/A,7392.0,0.000,N/A,N/A,N/A
19037,UP 2,31321.406,1096,0,0.0,27.0,43.89693,100.0-1435.0,nan,FTMS + p NSI d Full ms2 693.8788@hcd27.00 [100.0000-1435.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.723999,N/A,N/A,N/A,N/A,IT=80 ,10151.315,N/A,693.8788,2,27.00,33.723,1.60,N/A,N/A,N/A,211753761.1608,76394388.0825,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,10810.6,0.000,N/A,N/A,N/A
19038,UP 2,19075.008,848,0,0.0,27.0,43.898776,100.0-1795.0,nan,FTMS + p NSI d Full ms2 869.9452@hcd27.00 [100.0000-1795.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7235589,N/A,N/A,N/A,N/A,IT=80 ,6613.0376,N/A,869.9452,2,27.00,42.279,1.60,N/A,N/A,N/A,211753762.4318,76394388.9883,N/A,N/A,-2.54,-0.08,0.00,-0.01,0,N/A,6253.4,0.000,N/A,N/A,N/A
19039,UP 2,18861.438,944,0,0.0,27.0,43.900603,100.0-1035.0,nan,FTMS + p NSI d Full ms2 497.7353@hcd27.00 [100.0000-1035.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.691727,N/A,N/A,N/A,N/A,IT=80 ,3958.9075,N/A,497.7353,2,27.00,24.190,1.60,N/A,N/A,N/A,211753761.7493,76394388.5028,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,8700.7,0.000,N/A,N/A,N/A
19041,UP 2,11955.578,756,0,0.0,27.0,43.904568,100.0-1275.0,nan,FTMS + p NSI d Full ms2 614.8622@hcd27.00 [100.0000-1275.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7295389,N/A,N/A,N/A,N/A,IT=80 ,4976.2363,N/A,0.0000,2,27.00,29.882,1.60,N/A,N/A,N/A,211753762.1683,76394388.8065,N/A,N/A,-2.54,-0.08,0.00,-0.01,0,N/A,7198.2,0.000,N/A,N/A,N/A
19042,UP 2,26826.367,952,0,0.0,27.0,43.906397,100.0-1335.0,nan,FTMS + p NSI d Full ms2 644.8484@hcd27.00 [100.0000-1335.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7183847,N/A,N/A,N/A,N/A,IT=80 ,13089.13,N/A,0.0000,2,27.00,31.340,1.60,N/A,N/A,N/A,211753761.9117,76394388.6134,N/A,N/A,-2.54,-0.08,-0.01,-0.01,0,N/A,8118.2,0.000,N/A,N/A,N/A
