Scan Number,RAW File,Total Ion Current,Total Number of Peaks,Number of Channels,Frequency,Collision Energy,Retention Time (s),Mass Ranges,Precursor Intensity,Scan Description,AGC,Micro Scan Count,Ion Injection Time (ms),Elapsed Scan Time (sec),Activation Type,Mass Analyzer Type,Detector Type,Base Peak Mass,Average Scan by Inst,Orbitrap Resolution,API Process Delay,Dependency Type,Multi Inject Info,Base Peak Intensity,Master Scan Number,Monoisotopic M/Z,Charge State,HCD Energy,HCD Energy eV,MS2 Isolation Width,Access ID,Conversion Parameter I,Conversion Parameter A,Conversion Parameter B,Conversion Parameter C,Conversion Parameter D,Conversion Parameter E,Temperature Comp. (ppm),RF Comp. (ppm),Space Charge Comp. (ppm),Resolution Comp. (ppm),Number of LM Found,LM Correction (ppm),RawOvFtT,Injection t0,Reagent Ion Injection Time (ms),FAIMS Voltage On,FAIMS CV
8735,UP 2,40020.055,1264,0,0.0,27.0,24.760074,100.0-955.0,nan,FTMS + p NSI d Full ms2 458.2227@hcd27.00 [100.0000-955.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,102.0554166,N/A,N/A,N/A,N/A,IT=80 ,6248.5918,N/A,458.2228,2,27.00,22.270,1.60,N/A,N/A,N/A,211753756.7495,76394384.8925,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,8524.1,0.000,N/A,N/A,N/A
8736,UP 2,37700.906,1024,0,0.0,27.0,24.761904,100.0-1110.0,nan,FTMS + p NSI d Full ms2 533.7714@hcd27.00 [100.0000-1110.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0751956,N/A,N/A,N/A,N/A,IT=80 ,8897.7666,N/A,533.7713,2,27.00,25.941,1.60,N/A,N/A,N/A,211753755.5932,76394384.0627,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,12670.1,0.000,N/A,N/A,N/A
8737,UP 2,25587.859,992,0,0.0,27.0,24.763739,100.0-1345.0,nan,FTMS + p NSI d Full ms2 650.3179@hcd27.00 [100.0000-1345.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6941221,N/A,N/A,N/A,N/A,IT=80 ,8420.0557,N/A,650.3179,2,27.00,31.605,1.60,N/A,N/A,N/A,211753756.4747,76394384.6963,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,9509.3,0.000,N/A,N/A,N/A
8738,UP 2,34932.352,1108,0,0.0,27.0,24.765599,100.0-2615.0,nan,FTMS + p NSI d Full ms2 848.7192@hcd27.00 [100.0000-2615.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7168512,N/A,N/A,N/A,N/A,IT=80 ,9546.7832,N/A,0.0000,3,27.00,38.956,1.60,N/A,N/A,N/A,211753756.6394,76394384.8077,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,8918.9,0.000,N/A,N/A,N/A
8739,UP 2,11539.074,752,0,0.0,27.0,24.767429,100.0-1140.0,nan,FTMS + p NSI d Full ms2 548.2836@hcd27.00 [100.0000-1140.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7050506,N/A,N/A,N/A,N/A,IT=80 ,5547.5303,N/A,0.0000,2,27.00,26.647,1.60,N/A,N/A,N/A,211753757.2920,76394385.2858,N/A,N/A,-2.55,-0.08,0.00,-0.01,0,N/A,6578.8,0.000,N/A,N/A,N/A
8741,UP 2,106094.22,1104,0,0.0,27.0,24.771139,100.0-1570.0,nan,FTMS + p NSI d Full ms2 506.2397@hcd27.00 [100.0000-1570.0000],On,1,21.770,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0758128,N/A,N/A,N/A,N/A,IT=22 ,22294.225,N/A,506.2398,3,27.00,23.236,1.60,N/A,N/A,N/A,211753756.6290,76394384.8005,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,8956.0,0.000,N/A,N/A,N/A
8742,UP 2,18760.781,908,0,0.0,27.0,24.772968,100.0-1000.0,nan,FTMS + p NSI d Full ms2 480.2546@hcd27.00 [100.0000-1000.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6987901,N/A,N/A,N/A,N/A,IT=80 ,6423.9248,N/A,0.0000,2,27.00,23.340,1.60,N/A,N/A,N/A,211753756.2830,76394384.5577,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,10196.9,0.000,N/A,N/A,N/A
8743,UP 2,49565.492,1360,0,0.0,27.0,24.774797,100.0-1750.0,nan,FTMS + p NSI d Full ms2 564.9150@hcd27.00 [100.0000-1750.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,116.0706541,N/A,N/A,N/A,N/A,IT=80 ,8366.7559,N/A,564.5810,3,27.00,25.930,1.60,N/A,N/A,N/A,211753756.1255,76394384.4385,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,10761.6,0.000,N/A,N/A,N/A
8744,UP 2,24338.727,996,0,0.0,27.0,24.776626,100.0-1045.0,nan,FTMS + p NSI d Full ms2 502.7911@hcd27.00 [100.0000-1045.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7034806,N/A,N/A,N/A,N/A,IT=80 ,8231.4834,N/A,502.7911,2,27.00,24.436,1.60,N/A,N/A,N/A,211753756.3383,76394384.5950,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,9998.4,0.000,N/A,N/A,N/A
8745,UP 2,19696.586,988,0,0.0,27.0,24.77846,100.0-1340.0,nan,FTMS + p NSI d Full ms2 647.7908@hcd27.00 [100.0000-1340.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7266797,N/A,N/A,N/A,N/A,IT=80 ,4348.9678,N/A,647.7909,2,27.00,31.483,1.60,N/A,N/A,N/A,211753756.9124,76394385.0171,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,7939.8,0.000,N/A,N/A,N/A
8746,UP 2,36782.344,1348,0,0.0,27.0,24.780272,100.0-865.0,nan,FTMS + p NSI d Full ms2 415.2255@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7240273,N/A,N/A,N/A,N/A,IT=80 ,6244.8789,N/A,0.0000,2,27.00,20.180,1.60,N/A,N/A,N/A,211753756.1312,76394384.4475,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,10741.0,0.000,N/A,N/A,N/A
8747,UP 2,20357.852,940,0,0.0,27.0,24.782101,100.0-1200.0,nan,FTMS + p NSI d Full ms2 579.3137@hcd27.00 [100.0000-1200.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6922642,N/A,N/A,N/A,N/A,IT=80 ,5122.4146,N/A,0.0000,2,27.00,28.155,1.60,N/A,N/A,N/A,211753756.7380,76394384.8883,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,8565.3,0.000,N/A,N/A,N/A
8748,UP 2,23211.766,948,0,0.0,27.0,24.783935,100.0-1385.0,nan,FTMS + p NSI d Full ms2 668.3437@hcd27.00 [100.0000-1385.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7320066,N/A,N/A,N/A,N/A,IT=80 ,6540.7705,N/A,0.0000,2,27.00,32.482,1.60,N/A,N/A,N/A,211753756.5888,76394384.7825,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,9100.2,0.000,N/A,N/A,N/A
8749,UP 2,24989.141,1036,0,0.0,27.0,24.785781,100.0-1480.0,nan,FTMS + p NSI d Full ms2 716.8548@hcd27.00 [100.0000-1480.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7268024,N/A,N/A,N/A,N/A,IT=80 ,4721.9609,N/A,0.0000,2,27.00,34.839,1.60,N/A,N/A,N/A,211753756.9776,76394385.0545,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,7706.2,0.000,N/A,N/A,N/A
8751,UP 2,30565.914,1096,0,0.0,27.0,24.789491,100.0-1290.0,nan,FTMS + p NSI d Full ms2 622.8162@hcd27.00 [100.0000-1290.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7101698,N/A,N/A,N/A,N/A,IT=80 ,9004.6367,N/A,0.0000,2,27.00,30.269,1.60,N/A,N/A,N/A,211753756.5640,76394384.7527,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,9189.2,0.000,N/A,N/A,N/A
8752,UP 2,20330.828,988,0,0.0,27.0,24.79132,100.0-1220.0,nan,FTMS + p NSI d Full ms2 587.7258@hcd27.00 [100.0000-1220.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6976366,N/A,N/A,N/A,N/A,IT=80 ,3511.7925,N/A,0.0000,2,27.00,28.563,1.60,N/A,N/A,N/A,211753756.8218,76394384.9498,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,8264.9,0.000,N/A,N/A,N/A
8753,UP 2,95856.562,1596,0,0.0,27.0,24.792941,100.0-750.0,nan,FTMS + p NSI d Full ms2 359.2058@hcd27.00 [100.0000-750.0000],On,1,68.490,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,159.1127065,N/A,N/A,N/A,N/A,IT=68 ,29485.781,N/A,359.2058,2,27.00,17.457,1.60,N/A,N/A,N/A,211753755.2758,76394383.8338,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,13808.0,0.000,N/A,N/A,N/A
8754,UP 2,29631.977,924,0,0.0,27.0,24.79477,100.0-1090.0,nan,FTMS + p NSI d Full ms2 523.7780@hcd27.00 [100.0000-1090.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,185.164217,N/A,N/A,N/A,N/A,IT=80 ,10153.847,N/A,523.7780,2,27.00,25.456,1.60,N/A,N/A,N/A,211753755.2974,76394383.8485,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,13730.6,0.000,N/A,N/A,N/A
8755,UP 2,12824.523,848,0,0.0,27.0,24.796583,100.0-915.0,nan,FTMS + p NSI d Full ms2 438.7558@hcd27.00 [100.0000-915.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,212.2160025,N/A,N/A,N/A,N/A,IT=80 ,3003.0889,N/A,438.7558,2,27.00,21.324,1.60,N/A,N/A,N/A,211753756.5051,76394384.7211,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,9400.2,0.000,N/A,N/A,N/A
8756,UP 2,33634.984,1020,0,0.0,27.0,24.798393,100.0-800.0,nan,FTMS + p NSI d Full ms2 383.2366@hcd27.00 [100.0000-800.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.707642,N/A,N/A,N/A,N/A,IT=80 ,10286.678,N/A,383.2366,2,27.00,18.625,1.60,N/A,N/A,N/A,211753755.3382,76394383.8771,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,13584.2,0.000,N/A,N/A,N/A
8757,UP 2,28275.898,1136,0,0.0,27.0,24.800262,100.0-1565.0,nan,FTMS + p NSI d Full ms2 757.3608@hcd27.00 [100.0000-1565.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.691539,N/A,N/A,N/A,N/A,IT=80 ,5443.0181,N/A,757.3608,2,27.00,36.808,1.60,N/A,N/A,N/A,211753757.2204,76394385.2288,N/A,N/A,-2.55,-0.08,0.00,-0.01,0,N/A,6835.6,0.000,N/A,N/A,N/A
8758,UP 2,46427.82,1436,0,0.0,27.0,24.802108,100.0-1460.0,nan,FTMS + p NSI d Full ms2 705.8237@hcd27.00 [100.0000-1460.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.693983,N/A,N/A,N/A,N/A,IT=80 ,5975.4785,N/A,705.8236,2,27.00,34.303,1.60,N/A,N/A,N/A,211753756.2426,76394384.5189,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,10341.5,0.000,N/A,N/A,N/A
8759,UP 2,25131.688,1036,0,0.0,27.0,24.803935,100.0-1290.0,nan,FTMS + p NSI d Full ms2 622.3670@hcd27.00 [100.0000-1290.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7003383,N/A,N/A,N/A,N/A,IT=80 ,5833.7295,N/A,622.3670,2,27.00,30.247,1.60,N/A,N/A,N/A,211753756.8382,76394384.9661,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,8205.9,0.000,N/A,N/A,N/A
8760,UP 2,23982.727,1004,0,0.0,27.0,24.805764,100.0-1860.0,nan,FTMS + p NSI d Full ms2 600.9591@hcd27.00 [100.0000-1860.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7143041,N/A,N/A,N/A,N/A,IT=80 ,6675.3394,N/A,0.0000,3,27.00,27.584,1.60,N/A,N/A,N/A,211753756.5295,76394384.7334,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,9312.8,0.000,N/A,N/A,N/A
8762,UP 2,14608.562,804,0,0.0,27.0,24.809455,100.0-835.0,nan,FTMS + p NSI d Full ms2 400.2190@hcd27.00 [100.0000-835.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7007389,N/A,N/A,N/A,N/A,IT=80 ,6801.6816,N/A,0.0000,2,27.00,19.451,1.60,N/A,N/A,N/A,211753756.6177,76394384.8033,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,8996.6,0.000,N/A,N/A,N/A
8763,UP 2,28460.992,1144,0,0.0,27.0,24.811285,100.0-1115.0,nan,FTMS + p NSI d Full ms2 536.3009@hcd27.00 [100.0000-1115.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7099333,N/A,N/A,N/A,N/A,IT=80 ,5791.8193,N/A,0.0000,2,27.00,26.064,1.60,N/A,N/A,N/A,211753756.0972,76394384.4318,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,10863.0,0.000,N/A,N/A,N/A
8765,UP 2,242500.91,1216,0,0.0,27.0,24.814978,100.0-1055.0,nan,FTMS + p NSI d Full ms2 507.2856@hcd27.00 [100.0000-1055.0000],On,1,14.656,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,115.0502101,N/A,N/A,N/A,N/A,IT=15 ,46420.098,N/A,507.2856,2,27.00,24.654,1.60,N/A,N/A,N/A,211753755.5387,76394384.0222,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,12865.6,0.000,N/A,N/A,N/A
8766,UP 2,154798.84,1756,0,0.0,27.0,24.816174,100.0-930.0,nan,FTMS + p NSI d Full ms2 446.2324@hcd27.00 [100.0000-930.0000],On,1,43.106,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0808289,N/A,N/A,N/A,N/A,IT=43 ,22038.045,N/A,446.2324,2,27.00,21.687,1.60,N/A,N/A,N/A,211753754.6588,76394383.3927,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,16020.5,0.000,N/A,N/A,N/A
8767,UP 2,56740.312,1476,0,0.0,27.0,24.817987,100.0-1545.0,nan,FTMS + p NSI d Full ms2 497.5885@hcd27.00 [100.0000-1545.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,199.1808414,N/A,N/A,N/A,N/A,IT=80 ,6943.8892,N/A,497.5885,3,27.00,22.839,1.60,N/A,N/A,N/A,211753755.3009,76394383.8532,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,13718.2,0.000,N/A,N/A,N/A
8768,UP 2,30363.844,1232,0,0.0,27.0,24.819816,100.0-1850.0,nan,FTMS + p NSI d Full ms2 597.6515@hcd27.00 [100.0000-1850.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7066139,N/A,N/A,N/A,N/A,IT=80 ,5532.8398,N/A,597.3175,3,27.00,27.432,1.60,N/A,N/A,N/A,211753756.6734,76394384.8373,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,8797.0,0.000,N/A,N/A,N/A
8769,UP 2,23277.641,860,0,0.0,27.0,24.821626,100.0-940.0,nan,FTMS + p NSI d Full ms2 450.7851@hcd27.00 [100.0000-940.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.716379,N/A,N/A,N/A,N/A,IT=80 ,12905.167,N/A,450.7851,2,27.00,21.908,1.60,N/A,N/A,N/A,211753756.6302,76394384.8113,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,8951.9,0.000,N/A,N/A,N/A
8770,UP 2,38423.75,1196,0,0.0,27.0,24.823489,100.0-1845.0,nan,FTMS + p NSI d Full ms2 895.8536@hcd27.00 [100.0000-1845.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7108363,N/A,N/A,N/A,N/A,IT=80 ,11425.958,N/A,895.3526,2,27.00,43.538,1.60,N/A,N/A,N/A,211753755.9141,76394384.2894,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,11519.3,0.000,N/A,N/A,N/A
8771,UP 2,26044.242,1048,0,0.0,27.0,24.825318,100.0-1370.0,nan,FTMS + p NSI d Full ms2 662.8297@hcd27.00 [100.0000-1370.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7092014,N/A,N/A,N/A,N/A,IT=80 ,6506.3071,N/A,662.8297,2,27.00,32.214,1.60,N/A,N/A,N/A,211753755.7266,76394384.1628,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,12191.6,0.000,N/A,N/A,N/A
8772,UP 2,16613.906,856,0,0.0,27.0,24.827132,100.0-985.0,nan,FTMS + p NSI d Full ms2 472.7623@hcd27.00 [100.0000-985.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7229664,N/A,N/A,N/A,N/A,IT=80 ,5575.5078,N/A,472.7623,2,27.00,22.976,1.60,N/A,N/A,N/A,211753756.9818,76394385.0630,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,7691.0,0.000,N/A,N/A,N/A
8773,UP 2,27883.594,1008,0,0.0,27.0,24.828962,100.0-995.0,nan,FTMS + p NSI d Full ms2 478.7698@hcd27.00 [100.0000-995.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7033163,N/A,N/A,N/A,N/A,IT=80 ,6691.3804,N/A,478.7698,2,27.00,23.268,1.60,N/A,N/A,N/A,211753756.3162,76394384.5801,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,10077.5,0.000,N/A,N/A,N/A
8774,UP 2,15158.391,852,0,0.0,27.0,24.830791,100.0-1145.0,nan,FTMS + p NSI d Full ms2 552.8131@hcd27.00 [100.0000-1145.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7149584,N/A,N/A,N/A,N/A,IT=80 ,5735.1123,N/A,552.8131,2,27.00,26.867,1.60,N/A,N/A,N/A,211753757.0977,76394385.1464,N/A,N/A,-2.55,-0.08,0.00,-0.01,0,N/A,7275.7,0.000,N/A,N/A,N/A
8776,UP 2,31805.695,1052,0,0.0,27.0,24.834474,100.0-1495.0,nan,FTMS + p NSI d Full ms2 722.3252@hcd27.00 [100.0000-1495.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6932565,N/A,N/A,N/A,N/A,IT=80 ,9382.9014,N/A,0.0000,2,27.00,35.105,1.60,N/A,N/A,N/A,211753756.4680,76394384.6973,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,9533.3,0.000,N/A,N/A,N/A
8777,UP 2,27798.953,1032,0,0.0,27.0,24.836336,100.0-2165.0,nan,FTMS + p NSI d Full ms2 1052.9247@hcd27.00 [100.0000-2165.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7251083,N/A,N/A,N/A,N/A,IT=80 ,4741.8369,N/A,0.0000,2,27.00,51.172,1.60,N/A,N/A,N/A,211753755.8251,76394384.2330,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,11838.6,0.000,N/A,N/A,N/A
8778,UP 2,90492.734,1332,0,0.0,27.0,24.83773,100.0-740.0,nan,FTMS + p NSI d Full ms2 352.7082@hcd27.00 [100.0000-740.0000],On,1,54.848,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.1021159,N/A,N/A,N/A,N/A,IT=55 ,27334.084,N/A,352.7082,2,27.00,17.142,1.60,N/A,N/A,N/A,211753754.6194,76394383.3508,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,16161.9,0.000,N/A,N/A,N/A
8779,UP 2,29219.344,1140,0,0.0,27.0,24.839563,100.0-1060.0,nan,FTMS + p NSI d Full ms2 511.2713@hcd27.00 [100.0000-1060.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.693963,N/A,N/A,N/A,N/A,IT=80 ,4954.3647,N/A,511.2713,2,27.00,24.848,1.60,N/A,N/A,N/A,211753756.7229,76394384.8725,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,8619.6,0.000,N/A,N/A,N/A
8780,UP 2,39678.512,1360,0,0.0,27.0,24.841393,100.0-1105.0,nan,FTMS + p NSI d Full ms2 532.3004@hcd27.00 [100.0000-1105.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0714748,N/A,N/A,N/A,N/A,IT=80 ,5446.4854,N/A,532.3004,2,27.00,25.870,1.60,N/A,N/A,N/A,211753756.6573,76394384.8315,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,8854.6,0.000,N/A,N/A,N/A
8781,UP 2,41670.406,1392,0,0.0,27.0,24.843205,100.0-760.0,nan,FTMS + p NSI d Full ms2 362.7213@hcd27.00 [100.0000-760.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.720725,N/A,N/A,N/A,N/A,IT=80 ,8733.8896,N/A,362.7213,2,27.00,17.628,1.60,N/A,N/A,N/A,211753755.8785,76394384.2697,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,11647.1,0.000,N/A,N/A,N/A
8782,UP 2,15431.492,756,0,0.0,27.0,24.845034,100.0-1310.0,nan,FTMS + p NSI d Full ms2 631.8212@hcd27.00 [100.0000-1310.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7209502,N/A,N/A,N/A,N/A,IT=80 ,9082.2881,N/A,631.8212,2,27.00,30.707,1.60,N/A,N/A,N/A,211753756.5749,76394384.7671,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,9150.2,0.000,N/A,N/A,N/A
8783,UP 2,34671.867,1152,0,0.0,27.0,24.846874,100.0-1375.0,nan,FTMS + p NSI d Full ms2 664.8268@hcd27.00 [100.0000-1375.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7039909,N/A,N/A,N/A,N/A,IT=80 ,10540.713,N/A,664.8268,2,27.00,32.311,1.60,N/A,N/A,N/A,211753755.7643,76394384.1764,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,12056.5,0.000,N/A,N/A,N/A
8784,UP 2,28264.344,1004,0,0.0,27.0,24.848722,100.0-1560.0,nan,FTMS + p NSI d Full ms2 754.8663@hcd27.00 [100.0000-1560.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.707615,N/A,N/A,N/A,N/A,IT=80 ,10720.249,N/A,754.8663,2,27.00,36.687,1.60,N/A,N/A,N/A,211753756.6947,76394384.8588,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,8720.6,0.000,N/A,N/A,N/A
8785,UP 2,26372.297,1100,0,0.0,27.0,24.850568,100.0-1435.0,nan,FTMS + p NSI d Full ms2 692.8313@hcd27.00 [100.0000-1435.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7235667,N/A,N/A,N/A,N/A,IT=80 ,4727.7075,N/A,692.8313,2,27.00,33.672,1.60,N/A,N/A,N/A,211753756.6411,76394384.8152,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,8912.8,0.000,N/A,N/A,N/A
8787,UP 2,23173.305,820,0,0.0,27.0,24.854222,100.0-960.0,nan,FTMS + p NSI d Full ms2 460.7418@hcd27.00 [100.0000-960.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7233566,N/A,N/A,N/A,N/A,IT=80 ,7544.0659,N/A,460.7418,2,27.00,22.392,1.60,N/A,N/A,N/A,211753756.6558,76394384.8240,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,8860.0,0.000,N/A,N/A,N/A
8788,UP 2,9388.375,708,0,0.0,27.0,24.856051,100.0-1320.0,nan,FTMS + p NSI d Full ms2 636.7988@hcd27.00 [100.0000-1320.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7185244,N/A,N/A,N/A,N/A,IT=80 ,4886.0142,N/A,636.7988,2,27.00,30.948,1.60,N/A,N/A,N/A,211753755.0798,76394383.6937,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,14511.0,0.000,N/A,N/A,N/A
8789,UP 2,82263.875,1532,0,0.0,27.0,24.857551,100.0-1275.0,nan,FTMS + p NSI d Full ms2 410.8693@hcd27.00 [100.0000-1275.0000],On,1,61.264,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0810271,N/A,N/A,N/A,N/A,IT=61 ,13650.998,N/A,410.8693,3,27.00,18.859,1.60,N/A,N/A,N/A,211753755.6093,76394384.0651,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,12612.2,0.000,N/A,N/A,N/A
8790,UP 2,37787.734,1212,0,0.0,27.0,24.859382,100.0-1015.0,nan,FTMS + p NSI d Full ms2 489.2341@hcd27.00 [100.0000-1015.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,183.1134556,N/A,N/A,N/A,N/A,IT=80 ,6930.1299,N/A,489.2341,2,27.00,23.777,1.60,N/A,N/A,N/A,211753755.7501,76394384.1644,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,12107.4,0.000,N/A,N/A,N/A
8791,UP 2,27721.625,1052,0,0.0,27.0,24.861195,100.0-875.0,nan,FTMS + p NSI d Full ms2 420.2289@hcd27.00 [100.0000-875.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7045249,N/A,N/A,N/A,N/A,IT=80 ,8782.2676,N/A,420.2289,2,27.00,20.423,1.60,N/A,N/A,N/A,211753756.0985,76394384.4219,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,10858.1,0.000,N/A,N/A,N/A
